artist,genre,country
FEARFUL SYMMETRY,Crossover Prog,United Kingdom
FEARSCAPE,Tech/Extreme Prog Metal,Australia
FEAT. ESSERELŔ,Jazz Rock/Fusion,Italy
FEATHER MOUNTAIN,Progressive Metal,Denmark
FEATHERS,Prog Folk,United States
JARO EDELE,Symphonic Prog,United States
I EDELISSIMO BRACCO BRANCO,Rock Progressivo Italiano,Italy
FEED ME JACK,Crossover Prog,United States
FEEDBACK,Jazz Rock/Fusion,Slovenia
FEEDFORWARD,Progressive Metal,Netherlands
TH ELLOWSHIP,Prog Folk,Italy
FELPERC,Post Rock/Math rock,Austria
FEM PROG BAND / FORZA ELETTROMOTRICE,Rock Progressivo Italiano,Italy
FEN,Experimental/Post Metal,United Kingdom
FENOMEN,Jazz Rock/Fusion,Turkey
TH ENTS,Jazz Rock/Fusion,United States
FERDINAND RICHARD,RIO/Avant-Prog,France
AL ERGUSON,Crossover Prog,United Kingdom
FERMÁTA,Jazz Rock/Fusion,Slovakia
FERN KNIGHT,Prog Folk,United States
FERNANDEF,Psychedelic/Space Rock,France
FEROZ,Crossover Prog,Mexico
GIANLUC ERRO,Progressive Metal,Italy
ANDR ERTIER'S CLIVAGE,Indo-Prog/Raga Rock,France
TH ËRTILITY CÜLT,Psychedelic/Space Rock,Finland
FERVENT MIND,Crossover Prog,Norway
FERVENT SEND,Eclectic Prog,Multi-National
FESTA MOBILE,Rock Progressivo Italiano,Italy
U ESTÍN SAGITAL,RIO/Avant-Prog,Chile
FETUS MAXIMUS,Eclectic Prog,Finland
OLIVIE EUILLERAT,Eclectic Prog,France
FEVER KNIFE,Krautrock,Finland
FFWD,Progressive Electronic,United Kingdom
FHIEVEL,Progressive Electronic,Italy
FIABA,Prog Folk,Italy
FIBONACCI SEQUENCE,Crossover Prog,United States
FICCIÓN,Symphonic Prog,Venezuela
FICTION,Jazz Rock/Fusion,United States
FIELD MUSIC,Crossover Prog,United Kingdom
FIELDS,Heavy Prog,United Kingdom
FIELDS BURNING,Prog Folk,United States
FIELDS OF NĆCLUDA,Crossover Prog,France
TH IERCE & THE DEAD,Post Rock/Math rock,United Kingdom
FIFE AUGURY,Heavy Prog,France
FIFTH DEAD,Krautrock,Germany
FIFTH DENSITY,Progressive Metal,United States
FIFTH QUADRANT,Experimental/Post Metal,Sweden
TH IFTH SEASON,Progressive Metal,Italy
FIFTH SPECIES,Eclectic Prog,United States
FIFTY FOOT HOSE,Psychedelic/Space Rock,United States
FIG LEAF,Progressive Metal,Norway
PIOT IGIEL,Crossover Prog,Poland
NICOLA IGUEROA,Crossover Prog,Chile
FIGURE OF SPEECHLESS,Progressive Metal,Australia
FILARMONICA MUNICIPALE LACRISI,Rock Progressivo Italiano,Italy
SEA ILKINS,Crossover Prog,United Kingdom
FILLE QUI MOUSSE,Krautrock,France
FILORITMIA,Rock Progressivo Italiano,Italy
FILTER-KAFFEE,Progressive Electronic,Germany
FILTHY HABITS ENSEMBLE,RIO/Avant-Prog,Spain
FILULAS JUZ,Jazz Rock/Fusion,Mexico
FINAL CONFLICT,Neo-Prog,United Kingdom
FINALLY GEORGE,Crossover Prog,Germany
FINCH,Symphonic Prog,Netherlands
HEATHE INDLAY,Crossover Prog,United Kingdom
FINISTERRE,Rock Progressivo Italiano,Italy
FINLAND,Post Rock/Math rock,Norway
FINNEGANS WAKE,RIO/Avant-Prog,Belgium
FINNEUS GAUGE,Eclectic Prog,United States
FINNFOREST,Jazz Rock/Fusion,Finland
SERG IORI,Prog Folk,Canada
FIORI-SÉGUIN,Prog Folk,Canada
FIRE GARDEN,Crossover Prog,United States
FIRE MERCHANTS,Jazz Rock/Fusion,United Kingdom
FIRE ON DAWSON,Crossover Prog,Germany
TH IRE THEFT,Prog Related,United States
FIRE WHALE,Psychedelic/Space Rock,United States
FIRE!,RIO/Avant-Prog,Sweden
FIREBALLET,Symphonic Prog,United States
FIRECLAN,Psychedelic/Space Rock,United States
FIREHORSE,Crossover Prog,Germany
FIRMAM3NT,Experimental/Post Metal,Spain
FIRMAMENT,Progressive Metal,United States
FIRST AID,Symphonic Prog,United Kingdom
FIRST BAND FROM OUTER SPACE,Psychedelic/Space Rock,Sweden
FIRST FRAGMENT,Tech/Extreme Prog Metal,Canada
FIRST LIGHT,Jazz Rock/Fusion,Australia
FIRYUZA,Jazz Rock/Fusion,Turkmenistan
FISH,Neo-Prog,United Kingdom
FISH EYE LENS,Psychedelic/Space Rock,United States
FISH ON FRIDAY,Crossover Prog,Belgium
ISH'S DIVING SUIT,Jazz Rock/Fusion,Germany
FISSION TRIP,Eclectic Prog,United Kingdom
FISTFIGHTS WITH WOLVES / EX INTERROBANG,RIO/Avant-Prog,United States
FIT & LIMO,Indo-Prog/Raga Rock,Germany
FITNES,Heavy Prog,Serbia
JONATHA ITOUSSI,Progressive Electronic,France
DAVI IUCZYNSKI,Jazz Rock/Fusion,United States
FIVE ACRE FIELD,Prog Folk,Australia
FIVE OF THE EYES,Heavy Prog,United States
FIVE THOUSAND SPIRITS,Progressive Electronic,Italy
FIVE-O-ONE AM,Neo-Prog,Netherlands
FIVE-STOREY ENSEMBLE,RIO/Avant-Prog,Belarus
FIZBERS,Neo-Prog,Poland
FJIERI,Neo-Prog,Italy
FJODOR,Psychedelic/Space Rock,Croatia
FJORD,Post Rock/Math rock,Romania
FLAGSHIP,Symphonic Prog,Sweden
FLAIRCK,Prog Folk,Netherlands
FLAMBOROUGH HEAD,Neo-Prog,Netherlands
FLAME DREAM,Symphonic Prog,Switzerland
FLAMEN DIALIS,Progressive Electronic,France
FLAMENCS,Crossover Prog,Argentina
FLAMENGO,Jazz Rock/Fusion,Czech Republic
FLAMETAL,Progressive Metal,United States
FLAMING BESS,Symphonic Prog,Germany
FLAMING ROW,Progressive Metal,Germany
FLAMING YOUTH,Proto-Prog,United Kingdom
FLAMMARION,Neo-Prog,Portugal
FLARES,Post Rock/Math rock,Germany
FLASH,Eclectic Prog,United Kingdom
FLASH THE READIES,Post Rock/Math rock,Czech Republic
FLÄSKET BRINNER,Eclectic Prog,Sweden
FLAT 122,Jazz Rock/Fusion,Japan
FLAUD LOGIC,Crossover Prog,United States
FLAW & ORDER,Psychedelic/Space Rock,India
FLEA,Rock Progressivo Italiano,Italy
BEL LECK AND THE FLECKTONES,Jazz Rock/Fusion,United States
FLEESH,Crossover Prog,Brazil
FLESHGOD APOCALYPSE,Tech/Extreme Prog Metal,Italy
FLESHVESSEL,Tech/Extreme Prog Metal,United States
FLESHWROUGHT,Tech/Extreme Prog Metal,United States
FLEUR DE LIS,Psychedelic/Space Rock,Denmark
FLEURETY,Experimental/Post Metal,Norway
FLIBBERTIGIBBET,Prog Folk,South Africa
FLICKER,Crossover Prog,United Kingdom
FLIED EGG / EX STRAWBERRY PATH,Prog Related,Japan
FLIES ARE SPIES FROM HELL,Post Rock/Math rock,United Kingdom
FLIGHT,Eclectic Prog,United States
FLIGHT 09,Prog Related,Uzbekistan
FLOATING FLOWER,Indo-Prog/Raga Rock,Japan
FLOATING STATE,Rock Progressivo Italiano,Italy
TH LOCK,Eclectic Prog,United States
FLOH DE COLOGNE,Krautrock,Germany
FLOOD,Crossover Prog,United Kingdom
FLOOD THE DESERT,Experimental/Post Metal,United States
FLOODLINE,Tech/Extreme Prog Metal,United States
FLOORIAN,Psychedelic/Space Rock,United States
FLOR DE LOTO,Prog Folk,Peru
FLORA,Crossover Prog,Italy
FLORAL,Post Rock/Math rock,United States
HUG LORES,Eclectic Prog,Portugal
FLORIAN GEYER,Krautrock,Germany
FLOTANTE,Heavy Prog,Chile
FLOURISHING,Tech/Extreme Prog Metal,United States
TH LOW,Psychedelic/Space Rock,Greece
FLOWER CORONET,Crossover Prog,United States
FLOWER FLESH,Crossover Prog,Italy
TH LOWER KINGS,Symphonic Prog,Sweden
FLOWER TRAVELLIN' BAND,Psychedelic/Space Rock,Japan
JEREM LOWER,Crossover Prog,United States
FLOWERS MUST DIE,Psychedelic/Space Rock,Sweden
TH LOWERS OF HELL,Post Rock/Math rock,United Kingdom
RACHE LOWERS,Eclectic Prog,United States
FLOYD HUNCHBACK GROUP,Jazz Rock/Fusion,Switzerland
FLÜGHT,Symphonic Prog,Mexico
FLUTE & VOICE,Indo-Prog/Raga Rock,Germany
FLUTTR EFFECT,Neo-Prog,United States
FLUXUS,Progressive Electronic,United Kingdom
FLY PAN AM,Post Rock/Math rock,Canada
TH LYING CARAVAN,Crossover Prog,Spain
FLYING CIRCUS,Heavy Prog,Germany
FLYING COLORS,Prog Related,United States
FLYING ISLAND,Jazz Rock/Fusion,United States
TH LYING LUTTENBACHERS,RIO/Avant-Prog,United States
FLYING MOON IN SPACE,Krautrock,Germany
FLYING SAUCER ATTACK,Post Rock/Math rock,United Kingdom
FLYTE,Symphonic Prog,Belgium
FM,Crossover Prog,Canada
FOBIA INC,Post Rock/Math rock,Poland
FOBOS,Crossover Prog,Argentina
FOCUS,Symphonic Prog,Netherlands
FOEHN,Zeuhl,France
FOG LIGHT,Heavy Prog,Finland
RICCARD OGLI,Rock Progressivo Italiano,Italy
FOGLIE DI VETRO,Rock Progressivo Italiano,Italy
FOLKLORE,Prog Folk,Australia
FÖLLAKZOID,Psychedelic/Space Rock,Chile
OLLI DI DIO,Prog Folk,Italy
FOLLOW THE WHITE RABBIT,Experimental/Post Metal,Russia
FOLLOWED BY GHOSTS,Post Rock/Math rock,United States
FOLQUE,Prog Folk,Norway
FOND OF TIGERS,Eclectic Prog,Canada
FONDERIA,Eclectic Prog,Italy
FONETICA,Rock Progressivo Italiano,Italy
FONTANELLE,Jazz Rock/Fusion,United States
FONTARABIE,Crossover Prog,Canada
FONYA,Psychedelic/Space Rock,United States
FOOD BRAIN,Psychedelic/Space Rock,Japan
FOR A MINOR REFLECTION,Post Rock/Math rock,Iceland
FOR ABSENT FRIENDS,Neo-Prog,Netherlands
FOR ALL WE KNOW,Progressive Metal,Multi-National
FOR YOUR PLEASURE,Neo-Prog,Germany
FORBIDDEN MYTH,Heavy Prog,Greece
FORCE MAJEURE,Psychedelic/Space Rock,Hungary
FORCE OF PROGRESS,Heavy Prog,Germany
FORCES AT WORK,Tech/Extreme Prog Metal,Germany
FORD THEATRE,Proto-Prog,United States
FORENINGEN TIL LIVETS BESKYTTELSE,Prog Folk,Denmark
FOREST,Prog Folk,United Kingdom
OREST OF STARS,Experimental/Post Metal,United Kingdom
FOREVER EINSTEIN,RIO/Avant-Prog,United States
FOREVER IN TRANSIT,Progressive Metal,United States
FOREVER TWELVE,Symphonic Prog,United States
FORGAS BAND PHENOMENA,Jazz Rock/Fusion,France
PATRIC ORGAS,Jazz Rock/Fusion,France
TH ORGOTTEN PRISONERS,Progressive Metal,Italy
FORGOTTEN SILENCE,Tech/Extreme Prog Metal,Czech Republic
FORGOTTEN SUNS,Heavy Prog,Portugal
FORGOTTEN TALES,Progressive Metal,Canada
FORM AND FATE,Post Rock/Math rock,United States
FORM OF AN ICE WAVE,Post Rock/Math rock,United States
FORMA,Progressive Electronic,United States
ORMAL HORSE,Heavy Prog,United Kingdom
FORMATIV,Crossover Prog,Multi-National
TH ORMER LIFE,Crossover Prog,Italy
TH ORMLESS FORM,Psychedelic/Space Rock,United States
FORMLOFF,Experimental/Post Metal,Norway
FORMULA 3,Rock Progressivo Italiano,Italy
LORENZO ESPOSIT ORNASARI,Crossover Prog,Italy
FORNOST ARNOR,Tech/Extreme Prog Metal,United Kingdom
FORSETI,Prog Folk,Germany
FORSQUEAK,Post Rock/Math rock,Italy
FORSTENET,Progressive Metal,Denmark
CRAI ORTNAM,Prog Folk,United Kingdom
FORTRANGT HUSHALLSARBETE,RIO/Avant-Prog,Sweden
FILIPP ORTUNATO,Crossover Prog,Brazil
TH ORTY DAYS,Rock Progressivo Italiano,Italy
FORWARD SHAPES,Crossover Prog,United States
FOSCHIA,Rock Progressivo Italiano,Italy
FOSSIL EVOLUTION,Crossover Prog,Belgium
JAC OSTER III,Neo-Prog,United States
FOTE / EX THE TRUTH CLUB,RIO/Avant-Prog,United Kingdom
FOTGJENGEREN,RIO/Avant-Prog,United States
FOTHERINGAY,Prog Related,United Kingdom
FOTOSPUTNIK,Krautrock,United States
TH OUNDATION,Neo-Prog,Netherlands
TH OUNDATION,Symphonic Prog,Sweden
FOUNTAINHEAD,Experimental/Post Metal,Germany
FOURTEEN TWENTYSIX,Crossover Prog,Netherlands
TH OURTH WAY,Jazz Rock/Fusion,United States
TH OURTH WORLD QUARTET,RIO/Avant-Prog,United States
FOVEA HEX,Progressive Electronic,Ireland
TH OWLER BROTHERS (AIR POCKET),Jazz Rock/Fusion,United States
FOXHOLE,Post Rock/Math rock,United States
FOXTROT,Eclectic Prog,Norway
FRACTAL,Neo-Prog,United States
FRACTAL (CHILE),Prog Folk,Chile
FRACTAL CYPHER,Progressive Metal,Canada
FRACTAL MIRROR,Crossover Prog,Netherlands
FRACTAL ROCK,Crossover Prog,United States
FRACTAL SUN,Tech/Extreme Prog Metal,Costa Rica
FRACTALE,Zeuhl,France
FRACTURE,Progressive Metal,Australia
TH RACTURED DIMENSION,RIO/Avant-Prog,United States
FRÁGIL,Symphonic Prog,Peru
FRAGILE,Crossover Prog,Estonia
FRAGILE,Jazz Rock/Fusion,Japan
FRAGILE,Symphonic Prog,Germany
FRAGILE,Post Rock/Math rock,China
FRAGILE VASTNESS,Progressive Metal,Greece
FRAGMENT,Progressive Metal,Croatia
FRAGMENT SOUL,Progressive Metal,Greece
FRAGMENT37,Jazz Rock/Fusion,United States
LE RAGMENTS DE LA NUIT,RIO/Avant-Prog,France
FRAGMENTS OF AN EMPIRE,Post Rock/Math rock,Austria
FRAGUA,Prog Folk,Spain
FRAIL GROUNDS,Progressive Metal,Norway
FRAKTAL,Psychedelic/Space Rock,Argentina
FRAMAURO,Neo-Prog,Poland
FRAME,Heavy Prog,Germany
FRAMEPICTURES,Progressive Metal,Portugal
FRAMES,Neo-Prog,Germany
FRAMESHIFT,Progressive Metal,United States
FRAMEWORK,Neo-Prog,United Kingdom
FRAMING SKELETONS,Progressive Metal,United States
FRAMUS 5,Eclectic Prog,Czech Republic
FRANC ALBIR,Crossover Prog,Spain
FRANCE,Krautrock,France
FRANKIE KIMONO,Jazz Rock/Fusion,Slovakia
FRANKLIN ZOO,Progressive Metal,Denmark
FRANTIC BLEEP,Tech/Extreme Prog Metal,Norway
FRATERNITY,Eclectic Prog,Australia
FRAUDPROPHETS,Jazz Rock/Fusion,United States
FREAK NEIL INC.,Progressive Metal,Netherlands
FREAKEYS,Progressive Metal,Brazil
FREAKY JELLY,Progressive Metal,Brazil
FREAKZOID,Jazz Rock/Fusion,United States
FRED,Prog Folk,United States
FREDDEGREDDE,Crossover Prog,Sweden
FREE HUMAN ZOO,Zeuhl,France
FREE SALAMANDER EXHIBIT,RIO/Avant-Prog,United States
FREE SYSTEM PROJEKT,Progressive Electronic,Netherlands
FREE WAVE SYSTEM,Jazz Rock/Fusion,Italy
FREEDOM TO GLIDE,Crossover Prog,United Kingdom
FREEDOM'S CHILDREN,Heavy Prog,South Africa
FREEHAND,Jazz Rock/Fusion,United States
FREELIGHT,Crossover Prog,United States
FREN,Eclectic Prog,Poland
FRENCH LICK,Crossover Prog,United States
FRENCH TEEN IDOL,Post Rock/Math rock,Italy
FRENCH TV,RIO/Avant-Prog,United States
SALL RENCH,Neo-Prog,United Kingdom
FREQUENCY DRIFT,Crossover Prog,Germany
FREQUENCY EATER,Experimental/Post Metal,Belgium
FRESH MAGGOTS,Prog Folk,United Kingdom
FRESH!,RIO/Avant-Prog,Japan
JOE REVOLA,Progressive Metal,United States
FRICARA PACCHU,Krautrock,Finland
FRIDGE,Post Rock/Math rock,United Kingdom
FRIEDHOF,Krautrock,Germany
MART RIEDMAN,Progressive Metal,United States
FRIENDLY BEARS,RIO/Avant-Prog,United States
FRIENDS,Jazz Rock/Fusion,United States
FRIENDSHIP TIME,Eclectic Prog,Sweden
FRIENDSOUND,Krautrock,United States
FRIGHT PIG,Symphonic Prog,United States
FRIJID PINK,Heavy Prog,United States
FRIPP & ENO,Progressive Electronic,United Kingdom
ROBER RIPP,Eclectic Prog,United Kingdom
BIL RISELL,Jazz Rock/Fusion,United States
FRE RITH,RIO/Avant-Prog,United Kingdom
ELO RITSCH,Prog Related,Brazil
FABI RIZZI,Rock Progressivo Italiano,Italy
FROB,Krautrock,Germany
HASS RÖBERG & MUSICAL COMPANION,Crossover Prog,Sweden
EDGA ROESE,Progressive Electronic,Germany
JEROM ROESE,Progressive Electronic,Germany
FROGG,Progressive Metal,Italy
FROGG CAFE,Jazz Rock/Fusion,United States
FROGGIE BEAVER,Psychedelic/Space Rock,United States
PETE ROHMADER,Progressive Electronic,Germany
LARS FREDRI RŘISLIE,Symphonic Prog,Norway
FROLIC FROTH,Psychedelic/Space Rock,Mexico
FROM,Jazz Rock/Fusion,Germany
FROM A SECOND STORY WINDOW,Tech/Extreme Prog Metal,United States
FROM GROTTO,Psychedelic/Space Rock,Finland
FROM MONUMENT TO MASSES,Post Rock/Math rock,United States
FROM OCEANS TO AUTUMN,Experimental/Post Metal,United States
FROM THE DUST RETURNED,Progressive Metal,Italy
FROM THE EMBRACE,Tech/Extreme Prog Metal,United States
FROM.UZ,Eclectic Prog,Uzbekistan
FROMABOVEINTHEMOUNTAIN,Post Rock/Math rock,Spain
FROMAGE,Symphonic Prog,Japan
FRANK-WILLIA ROMY,RIO/Avant-Prog,France
FRONTAL CORTEX,Progressive Metal,Poland
FRONTECIELO,Crossover Prog,Italy
FROSKULL,Crossover Prog,United States
FROST*,Neo-Prog,United Kingdom
NATHA ROST,Progressive Metal,United States
FROSTY LEO,Jazz Rock/Fusion,Australia
FROZEN GEESE,Psychedelic/Space Rock,United Kingdom
FRUITCAKE,Neo-Prog,Norway
FRUMPY,Eclectic Prog,Germany
FRUTERIA TONI,Crossover Prog,Spain
FRUUPP,Symphonic Prog,United Kingdom
FRXHO,Crossover Prog,Mexico
FSB,Crossover Prog,Bulgaria
CLAUDI UCCI,Rock Progressivo Italiano,Italy
FUCHS,Crossover Prog,Germany
FUCHSIA,Prog Folk,United Kingdom
FUEHLER,Post Rock/Math rock,Germany
FUFLUNS,Rock Progressivo Italiano,Italy
FUGATO ORCHESTRA,Prog Related,Hungary
FUGHU,Progressive Metal,Argentina
FUGU,Jazz Rock/Fusion,France
FUGUE,Post Rock/Math rock,United States
FUKKEDUK,RIO/Avant-Prog,Belgium
FULANO,Jazz Rock/Fusion,Chile
FULL CODE,Crossover Prog,New Zealand
FULLMOONS,Jazz Rock/Fusion,Greece
FUMIGUN,Heavy Prog,Chile
FUN MACHINE,Eclectic Prog,United States
FUNGAL ABYSS,Psychedelic/Space Rock,United States
FUNGUS,Heavy Prog,Italy
FUNGUS HILL,Psychedelic/Space Rock,Sweden
CHRI UNK,Psychedelic/Space Rock,United States
FURDA,Jazz Rock/Fusion,Yugoslavia
FUREKĹBEN,Prog Folk,Denmark
FURIA,Experimental/Post Metal,Poland
FURY N GRACE,Progressive Metal,Italy
FURYU,Progressive Metal,Italy
FUSEBOXX,Progressive Metal,Philippines
FUSION ORCHESTRA,Heavy Prog,United Kingdom
FUSION ORCHESTRA 2,Heavy Prog,United Kingdom
FUSIOON,Eclectic Prog,Spain
FUSONIC,Symphonic Prog,Netherlands
FUTURE IS TOMORROW,Progressive Metal,Italy
TH UTURE KINGS OF ENGLAND,Psychedelic/Space Rock,United Kingdom
FUTURE WAS PERFECT,Heavy Prog,Bulgaria
FUTURES END,Progressive Metal,United States
FUTURIAN,Experimental/Post Metal,Canada
FUTURO ANTICO,Progressive Electronic,Multi-National
FUTURUM,Crossover Prog,Czech Republic
FUZZ PUDDLE,Eclectic Prog,United States
FUZZY DUCK,Heavy Prog,United Kingdom
TH YREWORKS,Neo-Prog,United Kingdom
