artist,genre,country
SIMO AILTON,Eclectic Prog,United Kingdom
RAIN,Symphonic Prog,United Kingdom
RAIN,Crossover Prog,United Kingdom
RAIN DELAY,Experimental/Post Metal,Serbia
RAIN FOR A DAY,Prog Related,Germany
RAIN TREE CROW,Crossover Prog,United Kingdom
RAINBOW,Prog Related,Multi-National
RAINBOW DANGER CLUB,Crossover Prog,China
RAINBOW FACE,Heavy Prog,United States
RAINBOW GENERATOR,Progressive Electronic,Australia
RAINBOW SERPENT,Progressive Electronic,Germany
RAINBOW THEATRE,Symphonic Prog,Australia
RAINBURN,Progressive Metal,India
RAINER TANKRED PAPPON,Heavy Prog,Brazil
RAINROOM,Experimental/Post Metal,Finland
RAINS,Jazz Rock/Fusion,Italy
RAINY SEASON,Psychedelic/Space Rock,Russia
RAISED BY SWANS,Post Rock/Math rock,Canada
RAISON D'ETRE,Progressive Electronic,Sweden
RAISON DE PLUS,Symphonic Prog,France
RAIZ DE PEDRA,Jazz Rock/Fusion,Brazil
RAJAS,Crossover Prog,United States
RAK,Symphonic Prog,Switzerland
RALE,RIO/Avant-Prog,Czech Republic
LE ALLIZES DENUDES,Psychedelic/Space Rock,Japan
TH ALPH,Progressive Metal,Croatia
RAM,Heavy Prog,United States
RAM-ZET,Tech/Extreme Prog Metal,Norway
RAMASES,Prog Folk,United Kingdom
RAMDAM FATAL,RIO/Avant-Prog,France
AMINGHI,Rock Progressivo Italiano,Italy
RAMLOSA KVALLAR,RIO/Avant-Prog,Sweden
RAMSES,Crossover Prog,Germany
TH ANCID YAK BUTTER TEA PARTY,RIO/Avant-Prog,United States
RANDOM,Tech/Extreme Prog Metal,Argentina
RANDOM MULLET,Tech/Extreme Prog Metal,Finland
RANDONE,Rock Progressivo Italiano,Italy
RANESTRANE,Rock Progressivo Italiano,Italy
RANTAMA,Heavy Prog,Finland
RANTAMA TRIO,Jazz Rock/Fusion,Finland
RAPA NUI,RIO/Avant-Prog,Peru
RAPOON,Progressive Electronic,United Kingdom
RAPTOR KONRAD,Psychedelic/Space Rock,Czech Republic
RARA AVIS IN TERRIS,Psychedelic/Space Rock,France
RARE BIRD,Crossover Prog,United Kingdom
RARE BLEND,Jazz Rock/Fusion,United States
RASASOUND,Psychedelic/Space Rock,Hungary
RASCAL REPORTERS,RIO/Avant-Prog,United States
URO ASKOVSKI,Progressive Metal,United States
RASPUTINA,Prog Folk,United States
RATIONAL DIET,RIO/Avant-Prog,Belarus
RATTLEMOUTH,RIO/Avant-Prog,United States
RAUSCH,Neo-Prog,United States
RAVANA,Crossover Prog,Norway
RAVEN SAD,Psychedelic/Space Rock,Italy
RAW MATERIAL,Eclectic Prog,United Kingdom
RAXINASKY,Experimental/Post Metal,Belgium
RAYBURN,Crossover Prog,United States
RAYUELA,Jazz Rock/Fusion,Argentina
RAZA,Heavy Prog,Canada
RAZE THE MAZE,Crossover Prog,United States
RAZOR WIRE SHRINE,Tech/Extreme Prog Metal,United States
RC2,Progressive Metal,Venezuela
TH E-STONED,Psychedelic/Space Rock,Russia
RE:MEMBER,Progressive Metal,China
DENNI EA,Eclectic Prog,United States
REACHING REVERY,Heavy Prog,United States
READER,Post Rock/Math rock,United States
REAKTOR 4,Krautrock,Germany
TH EAL AX BAND,Jazz Rock/Fusion,Germany
REAL LOUD,Experimental/Post Metal,United States
REALE ACCADEMIA DI MUSICA,Rock Progressivo Italiano,Italy
REALEAF,Psychedelic/Space Rock,Israel
REALISEA,Neo-Prog,Netherlands
REALITY CHECK,Progressive Metal,Spain
REALM (STEVE VAIL),Symphonic Prog,United States
REALTIME,Progressive Electronic,Germany
TH EASONING,Crossover Prog,United Kingdom
REBEKKA,Prog Folk,Germany
TH EBEL WHEEL,Crossover Prog,Canada
TO ECCHION,Progressive Electronic,United States
TH ECEIVER,Crossover Prog,United States
ZOZIM ECH,Crossover Prog,Brazil
RECORDANDO O VALE DAS MAÇĂS,Symphonic Prog,Brazil
RECREATION,RIO/Avant-Prog,Belgium
RED,Jazz Rock/Fusion,United Kingdom
RED BALUNE,RIO/Avant-Prog,United Kingdom
RED BAZAR,Crossover Prog,United Kingdom
RED CAIN,Progressive Metal,Canada
TH ED CHORD,Tech/Extreme Prog Metal,United States
RED CIRCUIT,Progressive Metal,Germany
RED FICTION / EX ATOMIC APE,RIO/Avant-Prog,United States
RED JASPER,Prog Folk,United Kingdom
TH ED MASQUE,RIO/Avant-Prog,United States
RED MASQUERADE,Progressive Metal,Italy
RED NOISE,RIO/Avant-Prog,France
RED ORCHID,Crossover Prog,United States
RED PAPER DRAGON,Experimental/Post Metal,United Kingdom
RED ROOM CINEMA,Post Rock/Math rock,United States
RED SAND,Neo-Prog,Canada
RED SEAS FIRE,Tech/Extreme Prog Metal,United Kingdom
RED SPAROWES,Post Rock/Math rock,United States
RED STAR REVOLT,Heavy Prog,United States
RED SUN,Psychedelic/Space Rock,Italy
RED TIDE,Tech/Extreme Prog Metal,United States
REDD,Eclectic Prog,Argentina
REDEMPTION,Progressive Metal,United States
ALEC K EDFEARN AND THE EYESORES,RIO/Avant-Prog,United States
TH EDNECK MANIFESTO,Post Rock/Math rock,Ireland
REDRICK SULTAN,RIO/Avant-Prog,Canada
REDSHIFT,Progressive Electronic,United Kingdom
TH EDZEN,Eclectic Prog,Italy
ALA EED,Crossover Prog,United Kingdom
ROBER EED,Crossover Prog,United Kingdom
REEGONETTI BAND,Crossover Prog,Sweden
FERNAND EFAY,Crossover Prog,Argentina
REFLECTION CLUB,Prog Folk,Germany
REFLECTIONS,Progressive Metal,Slovakia
REFLECTIONS IN COSMO,RIO/Avant-Prog,Norway
REFLUX,Tech/Extreme Prog Metal,United States
REFORM,Jazz Rock/Fusion,Sweden
TH EFORMATION,Eclectic Prog,United States
REFRACTION,Experimental/Post Metal,Ireland
REFRAME,Heavy Prog,United States
REFUGEE,Symphonic Prog,United Kingdom
REGA,Post Rock/Math rock,Japan
REGAL WORM,Crossover Prog,United Kingdom
REGARDE LES HOMMES TOMBER,Experimental/Post Metal,France
REGENT,Neo-Prog,United Kingdom
REIFROCK,Prog Folk,Germany
REIGN CYCLE,Crossover Prog,United States
TH EIGN OF KINDO,Crossover Prog,United States
REIGN OF THE ARCHITECT,Progressive Metal,Israel
XAV EIJA,Jazz Rock/Fusion,Spain
JONA EINHARDT,Progressive Electronic,United States
REJOICE,Crossover Prog,Germany
RELAYER,Symphonic Prog,United States
RELEASE MUSIC ORCHESTRA,Jazz Rock/Fusion,Germany
RELOCATOR,Progressive Metal,Germany
E ELOJ,Eclectic Prog,Argentina
REMEMBER REMEMBER,Krautrock,United Kingdom
RÉMI ORTS PROJECT,Crossover Prog,France
REMINDER,Post Rock/Math rock,Sweden
RENAISSANCE,Symphonic Prog,United Kingdom
RENAISSANCE,Tech/Extreme Prog Metal,Belgium
RENAISSANCE OF FOOLS,Heavy Prog,Sweden
RENAISSANCE SOUND,Jazz Rock/Fusion,United States
RENAISSANT,Crossover Prog,United Kingdom
ALEJANDRO VILLALÓ ENAUD,Progressive Electronic,Mexico
JOH ENBOURN,Prog Related,United Kingdom
RENDEZVOUS POINT,Progressive Metal,Norway
TH ENDLESHAM FOREST INCIDENT,Psychedelic/Space Rock,United States
RENK,Psychedelic/Space Rock,Turkey
REPLICANT,Tech/Extreme Prog Metal,United States
REPLIKAS,Eclectic Prog,Turkey
REPORTAZ,RIO/Avant-Prog,Poland
TH EPTILIANS,Experimental/Post Metal,United States
REQUIEM AETERNAM,Tech/Extreme Prog Metal,Uruguay
RES GESTA,Rock Progressivo Italiano,Italy
RESERVE DE MARCHE,Post Rock/Math rock,Russia
TH ESIDENTS,RIO/Avant-Prog,United States
RESIDUOS MENTALES,Symphonic Prog,Greece
TH ESISTANSE,Crossover Prog,United States
RESISTENCIA CHACO,RIO/Avant-Prog,Argentina
RESISTOR,Crossover Prog,United States
TH ESONANCE ASSOCIATION,Psychedelic/Space Rock,United Kingdom
TH ESONANCE PROJECT,Jazz Rock/Fusion,United States
RESONAXIS,Crossover Prog,Australia
TH ETALIATION FOR WHAT THEY HAVE DONE TO US,Post Rock/Math rock,United States
RETARDED NOISE SQUAD,Tech/Extreme Prog Metal,Germany
TH ETICENT,Experimental/Post Metal,United States
RETREAT FROM MOSCOW,Neo-Prog,United Kingdom
RETROHEADS,Crossover Prog,Norway
RETROSPECTIVE,Progressive Metal,Poland
RETROSPHERE,Progressive Metal,United States
RETROVERTIGO,Post Rock/Math rock,Venezuela
RETSAM SURIV,Progressive Metal,Argentina
RETURN TO FOREVER,Jazz Rock/Fusion,United States
RETURNED TO THE EARTH,Crossover Prog,United Kingdom
RETURNING WE HEAR THE LARKS,Experimental/Post Metal,United Kingdom
RĘVE GÉNÉRAL,RIO/Avant-Prog,Multi-National
L ÉVEIL DES TROPIQUES,Krautrock,France
REVELATION,Neo-Prog,United Kingdom
REVELATION PROJECT,Progressive Metal,United States
REVERENCE,Tech/Extreme Prog Metal,France
REVERIE,Prog Folk,Italy
REVERSAL SYMMETRY,Progressive Metal,Italy
REVERSION,Progressive Metal,Finland
REVOLUTIONARY ARMY OF THE INFANT JESUS,Prog Folk,United Kingdom
REX MUNDI,Tech/Extreme Prog Metal,Greece
RHAPSODY (OF FIRE),Progressive Metal,Italy
RHESUS O,Jazz Rock/Fusion,France
RHETORICA,Progressive Metal,Romania
LE HINOCÉROS,RIO/Avant-Prog,United States
HAPP HODES,Crossover Prog,United States
RHONE,Post Rock/Math rock,United States
RHŮN,Zeuhl,France
RHYTON,Psychedelic/Space Rock,United States
RIALZU,Zeuhl,France
CATHERIN IBEIRO & ALPES,Psychedelic/Space Rock,France
ALESSI ICCIO,RIO/Avant-Prog,Italy
ROBER ICH,Progressive Electronic,United States
CHRISTIA ICHET,Progressive Electronic,France
RICHIE DUVALL AND DOG TRUCK,Jazz Rock/Fusion,United States
JEF ICHMAN,Jazz Rock/Fusion,United States
RICOCHER,Neo-Prog,Netherlands
RICOCHET,Progressive Metal,Germany
RICORDI D'INFANZIA,Rock Progressivo Italiano,Italy
RIDDLE HOUSE,Progressive Metal,United States
RIDE THE SKY,Progressive Metal,Sweden
RIDING PÂNICO,Post Rock/Math rock,Portugal
RIDING THE DIPLODOC,Post Rock/Math rock,Russia
WOLFGAN IECHMANN,Progressive Electronic,Germany
RIFF RAFF,Jazz Rock/Fusion,United Kingdom
RIGONI & SCHOENHERZ,Crossover Prog,Austria
ALBERT IGONI,Heavy Prog,Italy
BJŘR IIS,Crossover Prog,Norway
RIKK ECCENT,Crossover Prog,Finland
TERR ILEY,Prog Related,United States
RING,Eclectic Prog,United Kingdom
RING OF MYTH,Symphonic Prog,United States
RING VAN MÖBIUS,Symphonic Prog,Norway
RINGS OF SATURN,Tech/Extreme Prog Metal,United States
RINNESYA,RIO/Avant-Prog,Japan
RINSE. REPEAT.,Psychedelic/Space Rock,United States
RIPAILLE,Prog Folk,France
RIPPED,Tech/Extreme Prog Metal,United States
RISE (TALITHA RISE),Prog Folk,United Kingdom
RISE TWAIN,Crossover Prog,United States
RISHLOO,Crossover Prog,United States
RISOTRAGIA,Crossover Prog,Argentina
LAZ ISTOVSKI,Prog Related,Yugoslavia
RITMIA,Prog Folk,Italy
RITRATTO DI UN MATTINO,Eclectic Prog,Italy
RITUAL,Crossover Prog,Sweden
RIUTTA,Crossover Prog,Finland
RIVENDEL,Neo-Prog,Spain
RIVERBLIND,Crossover Prog,New Zealand
RIVERS OF NIHIL,Tech/Extreme Prog Metal,United States
RIVERSEA,Neo-Prog,United Kingdom
RIVERSIDE,Progressive Metal,Poland
RIVERWOOD,Progressive Metal,Egypt
RIVERYMAN,Neo-Prog,Finland
RIVIERE,Experimental/Post Metal,France
RIZENGARD,Neo-Prog,Mexico
STEV OACH,Progressive Electronic,United States
ROADS TO DAMASCUS,Neo-Prog,United Kingdom
ROBB & POTT,Psychedelic/Space Rock,Multi-National
DO OBERTSON,Indo-Prog/Raga Rock,United States
ROBIN & THE WOODS,Jazz Rock/Fusion,France
ROBIN AND THE MODEST,Psychedelic/Space Rock,Germany
ROBOTOBIBOK,Jazz Rock/Fusion,Poland
ROBOTS AGAINST ENTROPY,Progressive Metal,Ukraine
ROBY TAV AND TIZIANA RADIS,Crossover Prog,Italy
CLAUDI OCCHI,Rock Progressivo Italiano,Italy
ROCK JOINT,Jazz Rock/Fusion,Japan
TH OCK OF TRAVOLTA,Post Rock/Math rock,United Kingdom
ROCKAPHONICA,Symphonic Prog,Argentina
ROCKENFIELD - SPEER,Crossover Prog,United States
ROCKET MINER,Post Rock/Math rock,United States
ROCKET SCIENTISTS,Symphonic Prog,United States
ROCKFOUR,Prog Related,Israel
ROCKY'S FILJ,Rock Progressivo Italiano,Italy
ROD WHILE,Crossover Prog,United Kingdom
RODAN,Post Rock/Math rock,United States
ROGE ODIER,Prog Folk,Canada
RODOTOTOED,Psychedelic/Space Rock,Mexico
OMA ODRIGUEZ-LOPEZ,Eclectic Prog,Puerto Rico
RAIMUND ODULFO,Symphonic Prog,Venezuela
HANS-JOACHI OEDELIUS,Progressive Electronic,Germany
HARR OESLI,RIO/Avant-Prog,Indonesia
HENR OGER,Progressive Electronic,France
ROGUE ELEMENT,Progressive Electronic,United Kingdom
ROGUE SPORE,Progressive Electronic,Ireland
ROHMER,Jazz Rock/Fusion,Italy
PAU OLAND,Crossover Prog,United Kingdom
ROLE OF THE OBSERVER,Heavy Prog,United States
ROLF ZERO,Symphonic Prog,Australia
ROLO TOMASSI,Tech/Extreme Prog Metal,United Kingdom
ROMANZA-BEKKAN,Neo-Prog,Japan
TH OME PRO(G)JECT,Symphonic Prog,Italy
MICHAE OMEO,Progressive Metal,United States
YUVA ON,Jazz Rock/Fusion,Multi-National
PATRIC ONDAT,Progressive Metal,France
DAVID ONFETTO,Crossover Prog,Italy
KUR ONGEY,Symphonic Prog,United States
THOMA ONKIN,Progressive Electronic,United States
ROOKY,Progressive Metal,Germany
ANTO OOLAART,Symphonic Prog,United States
ROOM,Heavy Prog,United Kingdom
TH OOM,Crossover Prog,United Kingdom
ROOT,Psychedelic/Space Rock,United Kingdom
ROOTS OF CONSCIOUSNESS,Eclectic Prog,United States
TH OOTS OF ECHO,Psychedelic/Space Rock,Sweden
ROPE AND LADDER,Crossover Prog,United States
ROSA LUXEMBURG,Crossover Prog,France
ROSA PARKS,Post Rock/Math rock,Hungary
ROSALIA,Heavy Prog,Japan
JAIM OSAS,Symphonic Prog,Chile
ROSE,Crossover Prog,Canada
DAVI OSE,Jazz Rock/Fusion,United States
RŘSENKREÜTZ,Crossover Prog,Italy
ROSETTA,Experimental/Post Metal,United States
L OSSA,Eclectic Prog,France
ROSTRO DEL SOL,Heavy Prog,Mexico
ROSWELL SIX,Progressive Metal,United States
ANDREW DOUGLA OTHBARD,Psychedelic/Space Rock,United States
MICHAE OTHER,Krautrock,Germany
STEV OTHERY,Neo-Prog,United Kingdom
ROTOR,Psychedelic/Space Rock,Germany
ROUGE CIEL,RIO/Avant-Prog,Canada
ROUGH RAMBLERS,Jazz Rock/Fusion,United Kingdom
ROUGH SILK,Progressive Metal,Germany
ROUND HOUSE,Jazz Rock/Fusion,Japan
ANDRE OUSSAK,Symphonic Prog,Russia
ROUSSEAU,Symphonic Prog,Germany
ROUTE NINE,Experimental/Post Metal,Sweden
CRISTIAN OVERSI,Crossover Prog,Italy
I OVESCIO DELLA MEDAGLIA,Rock Progressivo Italiano,Italy
ROVO,Psychedelic/Space Rock,Japan
ROXY MUSIC,Crossover Prog,United Kingdom
ROY PACI & CORLEONE,Jazz Rock/Fusion,Italy
ROYAL HUNT,Progressive Metal,Denmark
ROZ VITALIS,RIO/Avant-Prog,Russia
ROZMAINSKY & MIKHAYLOV PROJECT,Eclectic Prog,Russia
RPWL,Neo-Prog,Germany
RSC,Crossover Prog,Poland
RTFACT,Eclectic Prog,Multi-National
BERNARD UBAJA,Prog Folk,Argentina
RUBBER TEA,Neo-Prog,Germany
TH UBE GOLDBERG MACHINE,Crossover Prog,United Kingdom
JASO UBENSTEIN,Heavy Prog,United States
RUBICON,Progressive Metal,United States
BARBAR UBIN,Crossover Prog,Italy
RUBYCONE,Progressive Metal,Moldova
RUDDER,Jazz Rock/Fusion,United States
RUDESS - MORGENSTEIN PROJECT,Crossover Prog,United States
JOHN PETRUCCI AND JORDA UDESS,Crossover Prog,United States
JORDA UDESS,Crossover Prog,United States
RUDOLF,RIO/Avant-Prog,Russia
KAR UESLATTEN,Prog Folk,Norway
RUFUS ZUPHALL,Krautrock,Germany
RUINS,Zeuhl,Japan
ANDRE UIZ,Eclectic Prog,Argentina
MIGUEL A UIZ,Progressive Electronic,Spain
RUJA,Prog Folk,Estonia
RULAMAN,Psychedelic/Space Rock,Germany
CYNDEE LE ULE,Crossover Prog,United States
TH UM DIARY,Post Rock/Math rock,United States
RUMAH SAKIT,Post Rock/Math rock,United States
RUMBLIN' ORCHESTRA,Symphonic Prog,Hungary
L UMEUR DES CHAÎNES,Tech/Extreme Prog Metal,France
I UMORE BIANCO,Rock Progressivo Italiano,Italy
RUMPLE STILTZKEN COMUNE,Symphonic Prog,Switzerland
RUNAWAY TOTEM,Zeuhl,Italy
TOD UNDGREN,Crossover Prog,United States
RUNNER,Crossover Prog,United Kingdom
TH UNNING MAN,Eclectic Prog,United Kingdom
E UPE,Post Rock/Math rock,Portugal
TH UPERT SELECTION,Crossover Prog,United States
RUPHUS,Heavy Prog,Norway
I USCELLO,Rock Progressivo Italiano,Italy
BE USCH,Crossover Prog,Germany
RUSH,Heavy Prog,Canada
JORDAN K USH,Tech/Extreme Prog Metal,United States
RUSSIAN CIRCLES,Post Rock/Math rock,United States
RUSTICHELLI & BORDINI,Rock Progressivo Italiano,Italy
RIC UTH,Krautrock,United States
MIK UTHERFORD,Prog Related,United Kingdom
RWAKE,Experimental/Post Metal,United States
RXP,Progressive Metal,Costa Rica
RXYZYXR,Tech/Extreme Prog Metal,Russia
JEAN-PHILIPP YKIEL,Crossover Prog,France
RYMDSTYRELSEN,Psychedelic/Space Rock,Sweden
RYODAN,Psychedelic/Space Rock,Japan
RYOKUCHI,Experimental/Post Metal,Japan
RYORCHESTRA,Zeuhl,Japan
TERJ YPDAL,Jazz Rock/Fusion,Norway
RYR,Experimental/Post Metal,Germany
