artist,genre,country
KEPLER TEN,Heavy Prog,United Kingdom
KEPZELT VAROS,Post Rock/Math rock,Hungary
KERMIT,Post Rock/Math rock,Spain
KERRETTA,Post Rock/Math rock,New Zealand
KERRS PINK,Prog Folk,Norway
MIK ERSHAW,Crossover Prog,United Kingdom
KERYGMATIC PROJECT,Crossover Prog,Italy
DAV ERZNER,Crossover Prog,United States
KES,Heavy Prog,Turkey
KESTREL,Prog Related,United Kingdom
KETHA,Tech/Extreme Prog Metal,Poland
KETTLESPIDER,Heavy Prog,Australia
KEVEL,Experimental/Post Metal,Greece
KEVLAR RED,Crossover Prog,United Kingdom
KHA - YM,Progressive Electronic,France
KHADAVRA,Psychedelic/Space Rock,Sweden
KHALI,Progressive Metal,Italy
KHALLICE,Progressive Metal,Brazil
KHAN,Canterbury Scene,United Kingdom
KHANATE,Experimental/Post Metal,United States
KHARA,Post Rock/Math rock,Macedonia
KHARMA CODE,Progressive Metal,Spain
KHARMINA BURANNA,Eclectic Prog,Peru
KHATSATURJAN,Symphonic Prog,Finland
KHEMEĎA,Experimental/Post Metal,France
KHEPRI,Experimental/Post Metal,United Kingdom
KHOMA,Experimental/Post Metal,Sweden
KHONSU,Tech/Extreme Prog Metal,Norway
KHÔRADA,Experimental/Post Metal,United States
KHUDA,Experimental/Post Metal,United Kingdom
KIAMA,Crossover Prog,United Kingdom
KICK THE BUTTERFLY,Experimental/Post Metal,Australia
KICK THE CAT,Jazz Rock/Fusion,United States
KICKBIT INFORMATION,Krautrock,Germany
KID COUSIN,Crossover Prog,United States
PAU IDNEY EXPERIENCE,Psychedelic/Space Rock,Australia
KIDS EAT CRAYONS,Eclectic Prog,Canada
KIKAGAKU MOYO,Psychedelic/Space Rock,Japan
KIKI PAU,Psychedelic/Space Rock,Finland
KIKU LATTE / EX CICHLA TEMENSIS,Eclectic Prog,Japan
KILL FOR TOTAL PEACE,Psychedelic/Space Rock,France
KILLBOT ZERO,Progressive Metal,United States
KILLED ON X-MAS,Krautrock,Germany
KILLFLAVOUR,Psychedelic/Space Rock,Germany
KILLING TIME,RIO/Avant-Prog,Japan
KILLINGTON FALL,Post Rock/Math rock,United Kingdom
KILLSONG,RIO/Avant-Prog,Australia
KILTER,Experimental/Post Metal,United States
KIMIKA,Post Rock/Math rock,Canada
KIMURA,Crossover Prog,France
KIN PING MEH,Heavy Prog,Germany
KINDER,Post Rock/Math rock,Peru
KINDLER,Heavy Prog,United States
TH INDRED,Heavy Prog,Canada
KINESIC,Crossover Prog,Spain
KINETIC ELEMENT,Neo-Prog,United States
KING CAPISCE,Jazz Rock/Fusion,United Kingdom
KING CRIMSON,Eclectic Prog,United Kingdom
KING EIDER,Symphonic Prog,Netherlands
KING FISH CROW,Prog Folk,United States
KING GIZZARD & THE LIZARD WIZARD,Psychedelic/Space Rock,Australia
KING GOAT,Tech/Extreme Prog Metal,United Kingdom
KING GORM,Crossover Prog,United States
KING OF AGOGIK,Neo-Prog,Germany
KING OF SWEDEN,Heavy Prog,Finland
KING RAT,Crossover Prog,United Kingdom
KING SUFFY GENERATOR,Psychedelic/Space Rock,Italy
KING'S X,Prog Related,United States
KINGBATHMAT,Psychedelic/Space Rock,United Kingdom
KINGCROW,Progressive Metal,Italy
KINGDOM,Experimental/Post Metal,Belgium
KINGFISHER SKY,Heavy Prog,Netherlands
KINGSTON WALL,Psychedelic/Space Rock,Finland
KINKY WIZZARDS,Jazz Rock/Fusion,United Kingdom
KINO,Crossover Prog,United States
KINO,Prog Related,United Kingdom
KINSKI,Psychedelic/Space Rock,United States
KINZOKU-EBISU,Crossover Prog,Japan
KIRKBINSINEK,Psychedelic/Space Rock,Turkey
JI IRKWOOD,Progressive Electronic,United Kingdom
KIROPTERA,Heavy Prog,Germany
KIRUNA,Psychedelic/Space Rock,Norway
KISS KISS,Crossover Prog,United States
BERN ISTENMACHER,Progressive Electronic,Germany
KITARO,Progressive Electronic,Japan
KITE PARADE,Crossover Prog,United Kingdom
KITSCHY,Post Rock/Math rock,United States
KITSUNE NO YOMEIRI,Crossover Prog,Japan
KIYO*SEN,Jazz Rock/Fusion,Japan
KJJJJJJJJJ,Post Rock/Math rock,Argentina
KJOL,Jazz Rock/Fusion,Switzerland
KL(AÜS),Progressive Electronic,Australia
KLAATU,Prog Related,Canada
KLABAUTAMANN,Experimental/Post Metal,Germany
KLADIVO KONJ IN VODA,Prog Folk,Slovenia
KLAN,Jazz Rock/Fusion,Poland
KLAR,Psychedelic/Space Rock,Czech Republic
KLAVA,Psychedelic/Space Rock,Finland
KLAXON GUEULE,RIO/Avant-Prog,Canada
KLETKA RED,RIO/Avant-Prog,Multi-National
KLEVER,Post Rock/Math rock,Russia
KLEXOS,Tech/Extreme Prog Metal,United States
KLIDAS,Rock Progressivo Italiano,Italy
KLIMPEREI,RIO/Avant-Prog,France
KLOCKWERK ORANGE,Symphonic Prog,Austria
KLONE,Heavy Prog,France
KLOTET,Eclectic Prog,Sweden
KLUSTER,Krautrock,Germany
KNALL,Psychedelic/Space Rock,Germany
KNEKKLECTRIC,Crossover Prog,Norway
TH NELLS,RIO/Avant-Prog,United States
KNIFE THE GLITTER,Tech/Extreme Prog Metal,United States
KNIFEWORLD,Crossover Prog,United Kingdom
KNIGHT AREA,Neo-Prog,Netherlands
KNITTING BY TWILIGHT,Progressive Electronic,United States
DI NÖDEL,RIO/Avant-Prog,Austria
KNOMIGON,RIO/Avant-Prog,United States
KOBONG,Tech/Extreme Prog Metal,Poland
KOENJI HYAKKEI,Zeuhl,Japan
JEFFRE OEPPER,Progressive Electronic,United States
KOGAION,Symphonic Prog,Romania
KOI,Crossover Prog,Sweden
KOIAK,Eclectic Prog,Chile
PAS OIVU,Psychedelic/Space Rock,Finland
KOKOMO,Post Rock/Math rock,Germany
KOKOSCHKA HIGHTOWN ORCHESTRA,Jazz Rock/Fusion,Germany
KOLIBRI,Prog Folk,Germany
KOLINDA,Prog Folk,Hungary
TH OLIOS PROJECT,Progressive Metal,Multi-National
KOLKHÖZE PRINTANIUM,RIO/Avant-Prog,France
ATTIL OLLÁR,Prog Folk,Hungary
KOLLEKTIV,Krautrock,Germany
KOLLWITZ,Experimental/Post Metal,Norway
KOLORS OF ZOUND,Eclectic Prog,Austria
GLE OLYADIN,Crossover Prog,Russia
KOMARA,Eclectic Prog,Multi-National
KOMAS MIDA,Post Rock/Math rock,Sweden
KOMATSU,Post Rock/Math rock,Finland
KOMBINAT M,RIO/Avant-Prog,Austria
KOMINTERN,RIO/Avant-Prog,France
KOMPENDIUM,Crossover Prog,United Kingdom
TH OMPRESSOR EXPERIMENT,Experimental/Post Metal,Switzerland
KONCHORDAT,Neo-Prog,United Kingdom
KONG,Experimental/Post Metal,Netherlands
KONGH,Experimental/Post Metal,Sweden
WOJCIEC ONIKIEWICZ,Progressive Electronic,Poland
KONOM,Progressive Metal,United Kingdom
KONTAKTE,Post Rock/Math rock,United Kingdom
KONTRABURGER,Prog Folk,Poland
KONTRAST,Krautrock,Germany
KOPECKY,Heavy Prog,United States
KORAI ÖRÖM,Psychedelic/Space Rock,Hungary
ERKI ORAY,Psychedelic/Space Rock,Turkey
KORB,Krautrock,United Kingdom
KOREKYOJINN,RIO/Avant-Prog,Japan
KORMORÁN,Prog Folk,Hungary
KORMORANY,RIO/Avant-Prog,Poland
KORNET,Jazz Rock/Fusion,Sweden
KORNI GRUPA (KORNELYANS),Jazz Rock/Fusion,Yugoslavia
KORNMO,Symphonic Prog,Norway
KOROIEV,Progressive Electronic,Spain
KOROVA MILK BAR,RIO/Avant-Prog,France
KORPUS 2 (Корпус 2),Eclectic Prog,Russia
KORZO,Experimental/Post Metal,Ukraine
KOSKA,Crossover Prog,Spain
KOSMISCHER LÄUFER,Krautrock,Germany
KOSMODOME,Heavy Prog,Norway
KOSMOGON,Progressive Electronic,Sweden
KOSMOGRAD,Experimental/Post Metal,Canada
KÖSMONAUT,Progressive Electronic,United States
KOSMOS,Psychedelic/Space Rock,Canada
KOSMOS,Prog Folk,Finland
KOSMUS,Progressive Metal,Brazil
KOSTAREV GROUP,Jazz Rock/Fusion,Russia
JULI OSTEROVA,Progressive Metal,Russia
TAKEHIS OSUGI,Progressive Electronic,Japan
KOTEBEL,Symphonic Prog,Spain
ES OTILAINEN,Progressive Electronic,Finland
KOUMA,RIO/Avant-Prog,France
KOURTYL,Heavy Prog,France
KOUSOKUYA,Psychedelic/Space Rock,Japan
KOUTUS,RIO/Avant-Prog,Finland
KORNELIJ OVAč,Prog Related,Yugoslavia
KOVLO,Post Rock/Math rock,Switzerland
KOYAANISQATSY,Progressive Metal,Germany
KOYO,Crossover Prog,United Kingdom
KOZMIC MUFFIN,Psychedelic/Space Rock,Spain
KRAAN,Jazz Rock/Fusion,Germany
KRABAT,Jazz Rock/Fusion,Germany
KRACQ,Eclectic Prog,Netherlands
KRAENE,Post Rock/Math rock,Germany
KRAFTWERK,Progressive Electronic,Germany
KRAKATAU,Krautrock,Australia
KRAKATOA,Jazz Rock/Fusion,United States
KRAKEN IN THE MAELSTROM,Eclectic Prog,Italy
KRAKOW,Experimental/Post Metal,Norway
KRALDJURSANSTALTEN,RIO/Avant-Prog,Sweden
MIH RALJ,Progressive Electronic,Yugoslavia
KRALLICE,Tech/Extreme Prog Metal,United States
THE RYSZAR RAMARSKI PROJECT,Crossover Prog,Poland
KRAMER,Neo-Prog,Netherlands
WAYN RANTZ,Jazz Rock/Fusion,United States
KRÁSNÉ NOVÉ STROJE,Crossover Prog,Czech Republic
DAGMA RAUSE,RIO/Avant-Prog,Germany
KRAUTWERK,Krautrock,Germany
KRAUTZONE,Psychedelic/Space Rock,Germany
JEAN-JACQUE RAVETZ,Krautrock,Germany
KRÉ,Jazz Rock/Fusion,Venezuela
KREL,Psychedelic/Space Rock,United Kingdom
KREPERA,Progressive Metal,Sweden
KREUZWEG,Prog Related,Germany
VOLKE RIEGEL,Jazz Rock/Fusion,Germany
KRISTEN,Post Rock/Math rock,Poland
KROBAK,Post Rock/Math rock,Ukraine
KROKO,RIO/Avant-Prog,Finland
KROKODIL,Krautrock,Switzerland
KROKOFANT,Jazz Rock/Fusion,Norway
KROM LEK,Psychedelic/Space Rock,United Kingdom
KROMLECH,Eclectic Prog,Mexico
KRONER CIRKUS,Crossover Prog,Poland
KRUGER,Experimental/Post Metal,Switzerland
KLAU RÜGER,Progressive Electronic,Germany
KRUNKELSTILTSKIN,Crossover Prog,United States
KRUZENSHTERN & PAROHOD,RIO/Avant-Prog,Israel
KSHETTRA,Post Rock/Math rock,Russia
KSIEZYC,RIO/Avant-Prog,Poland
KSIZ,Progressive Metal,France
KTU,Eclectic Prog,Multi-National
KTZAT ACHERET,Eclectic Prog,Israel
KUATO,Post Rock/Math rock,Canada
KUBUSSCHNITT,Progressive Electronic,Germany
KUHA.,RIO/Avant-Prog,Finland
KUJAKUON,Jazz Rock/Fusion,Japan
JUH UJANPAA,Prog Folk,Finland
DAV ULJU,Crossover Prog,United States
KULTIVATOR,Eclectic Prog,Sweden
KULTUR SHOCK,RIO/Avant-Prog,Multi-National
KULU HATHA MAMNUA,RIO/Avant-Prog,Switzerland
KUMINA.ORG,Jazz Rock/Fusion,Finland
KUMM,Crossover Prog,Romania
KUMORIGAHARA,Eclectic Prog,Japan
KUNDABUFFER,Crossover Prog,Argentina
KUNDALINI,Jazz Rock/Fusion,Sweden
KUNDALINI SHAKTI DEVI,Rock Progressivo Italiano,Italy
KUNGENS MÄN,Psychedelic/Space Rock,Sweden
KUNI KAWACHI TO KARE NO TOMODACHI,Psychedelic/Space Rock,Japan
KURGAN'S BANE,Progressive Metal,United States
KURKI,Crossover Prog,Finland
KURS KAYA,Post Rock/Math rock,Russia
KURUSHIMI,RIO/Avant-Prog,Australia
TH URWS,RIO/Avant-Prog,Poland
KUUSUMUN PROFEETTA,Crossover Prog,Finland
KVARTETTEN SOM SPRANGDE,Crossover Prog,Sweden
KVASAR,Psychedelic/Space Rock,Spain
KVAZAR,Symphonic Prog,Norway
KWADRAT,Eclectic Prog,Poland
KWOON,Post Rock/Math rock,France
KWORTET,Jazz Rock/Fusion,United Kingdom
KYLESA,Experimental/Post Metal,United States
KYRANT,Progressive Metal,Denmark
MIK YRE,Progressive Metal,Greece
KYRIE ELEISON,Symphonic Prog,Austria
KYROS / EX SYNAESTHESIA,Crossover Prog,United Kingdom
KYTAJA,Eclectic Prog,Finland
