artist,genre,country
PARADOX,Psychedelic/Space Rock,United Kingdom
PARADOX,Prog Folk,Poland
PARADOX,Neo-Prog,Germany
PARADOX ONE,Psychedelic/Space Rock,United Kingdom
TH ARADOX TWIN,Crossover Prog,United Kingdom
PARAGONE,Symphonic Prog,United States
PARALLAXE,Progressive Metal,France
PARALLEL DIMENSION,Tech/Extreme Prog Metal,Puerto Rico
PARALLEL MIND,Jazz Rock/Fusion,United States
PARALLEL OR 90 DEGREES,Psychedelic/Space Rock,United Kingdom
PARALYDIUM,Progressive Metal,Sweden
E ÁRAMO,Psychedelic/Space Rock,Spain
PARANOID VOID,Post Rock/Math rock,Japan
PARANOISE,Jazz Rock/Fusion,United States
PARANORMAL ACTIVITY,Progressive Metal,Ukraine
PARAZIT,Heavy Prog,Mexico
PARDANS,RIO/Avant-Prog,Denmark
NICOL ARDINI,Rock Progressivo Italiano,Italy
PAREIDOLON,Crossover Prog,Canada
PARHELIA,Post Rock/Math rock,Ireland
PARLOUR,Post Rock/Math rock,United States
TH ARLOUR BAND,Prog Related,United Kingdom
MATTHE ARMENTER,Neo-Prog,United States
RYA ARMENTER,Crossover Prog,United States
EMMANUELL ARRENIN,Prog Folk,France
IA ARRY,Progressive Metal,United Kingdom
STEPHE ARSICK,Progressive Electronic,Germany
PÄRSON SOUND,Proto-Prog,Sweden
THE ALA ARSONS PROJECT,Crossover Prog,United Kingdom
ALA ARSONS,Prog Related,United Kingdom
PARTHENON,Symphonic Prog,Venezuela
PARTNER,RIO/Avant-Prog,United States
PARZIVAL,Prog Folk,Germany
PARZIVALS EYE,Neo-Prog,Multi-National
PAS MUSIQUE,Progressive Electronic,United States
HERMET ASCOAL,Jazz Rock/Fusion,Brazil
JAK ASHKIN,Neo-Prog,Russia
PASSPORT,Jazz Rock/Fusion,Germany
PASTORAL,Prog Folk,Argentina
JAC ASTORIUS,Jazz Rock/Fusion,United States
PAT COOL,Crossover Prog,Netherlands
TH AT SAJAK ASSASSINS,Crossover Prog,United States
PATANGA,Prog Folk,Germany
PATAPHONIE,RIO/Avant-Prog,France
PATCH,Crossover Prog,Australia
PATCHWORK CACOPHONY,Symphonic Prog,United Kingdom
PATERNOSTER,Krautrock,Austria
PATHOSRAY,Progressive Metal,Italy
INDRE ATTE,Neo-Prog,Estonia
PATTERN-SEEKING ANIMALS,Crossover Prog,United States
TON ATTERSON,Crossover Prog,United Kingdom
PATTO,Jazz Rock/Fusion,United Kingdom
MIK ATTON,RIO/Avant-Prog,United States
HENNIN AULY,Progressive Metal,United States
PAVALLION,Psychedelic/Space Rock,Germany
PAVING THE LABYRINTH,Post Rock/Math rock,South Africa
PAVLOV'S DOG,Crossover Prog,United States
PAWA UP FIRST,Post Rock/Math rock,Canada
TH AX CECILIA,Experimental/Post Metal,United States
PAX ROMANA,Neo-Prog,Finland
PAYNE'S GRAY,Progressive Metal,Germany
JEAN LU AYSSAN,Prog Folk,France
THIERR AYSSAN,Crossover Prog,France
PAZOP,Canterbury Scene,Belgium
PAZZO FANFANO DI MUSICA,Symphonic Prog,Japan
PBII,Neo-Prog,Netherlands
PEACH PIT,Post Rock/Math rock,Croatia
ANNETT EACOCK,Crossover Prog,United States
PEAK,Progressive Electronic,Australia
PEANUT BRITTLE SATELLITE,Eclectic Prog,United States
PEARLS BEFORE SWINE,Prog Folk,United States
PEARLS OF SWINES,RIO/Avant-Prog,France
PECCATUM,Experimental/Post Metal,Norway
PEDRA,Crossover Prog,Brazil
PEGGY'S LEG,Eclectic Prog,Ireland
PELE,Post Rock/Math rock,United States
PELICAN,Experimental/Post Metal,United States
PELL MELL,Symphonic Prog,Germany
PÉLOQUIN-SAUVAGEAU,Psychedelic/Space Rock,Canada
MAUR ELOSI,Rock Progressivo Italiano,Italy
PELT,Indo-Prog/Raga Rock,United States
PENCARROW,Progressive Metal,New Zealand
PENDRAGON,Neo-Prog,United Kingdom
PENDULUM,Heavy Prog,Indonesia
PENGUIN CAFE,Post Rock/Math rock,United Kingdom
TH ENGUIN CAFE ORCHESTRA,Eclectic Prog,United Kingdom
PENGUINSMEAT,Post Rock/Math rock,Russia
PENNA,Heavy Prog,United States
ENNELLI DI VERMEER,Rock Progressivo Italiano,Italy
PENNY'S TWISTED FLAVOUR,Progressive Metal,Netherlands
PENSÉES NOCTURNES,Tech/Extreme Prog Metal,France
PENSIERO NOMADE,Crossover Prog,Italy
PENTACLE,Symphonic Prog,France
TH ENTANGLE,Prog Folk,United Kingdom
PENTESILEA ROAD,Heavy Prog,Italy
L ENTOLA DI PAPIN,Rock Progressivo Italiano,Italy
PENTWATER,Eclectic Prog,United States
PEOPLE,Psychedelic/Space Rock,Japan
PEOPLE OF THE NORTH,Psychedelic/Space Rock,United States
PEPERI PARTUM,Jazz Rock/Fusion,Argentina
DAVID EPI,Progressive Metal,Italy
VICTO ERAINO'S KINGDOM COME,Crossover Prog,United States
PERCEPTION,Zeuhl,France
PERDIO,Rock Progressivo Italiano,Italy
FERNAND ERDOMO,Crossover Prog,United States
PERENNIAL QUEST,Progressive Metal,Germany
PERERIN,Prog Folk,United Kingdom
PERFECT,Eclectic Prog,United States
PERFECT BEINGS,Crossover Prog,United States
PERFECT STORM,Neo-Prog,Netherlands
PERFUME DE MUJER,RIO/Avant-Prog,Cuba
LIND ERHACS,Prog Folk,United States
PERHAPS,Post Rock/Math rock,United States
PERHAPS CONTRAPTION,RIO/Avant-Prog,United Kingdom
PERIFERIA DEL MONDO,Rock Progressivo Italiano,Italy
PERIGEO,Jazz Rock/Fusion,Italy
PERIHELION SHIP,Tech/Extreme Prog Metal,Finland
PERIHELLIUM,Progressive Metal,Poland
PERILYMPH,Psychedelic/Space Rock,France
PERIPHERY,Progressive Metal,United States
PERIPLO,Rock Progressivo Italiano,Italy
PERIZONA EXPERIMENT,Psychedelic/Space Rock,Italy
PERMANENT CLEAR LIGHT,Psychedelic/Space Rock,Finland
PERMIAN INCIDENT,Heavy Prog,Norway
TH EROTIC THEATRE,Eclectic Prog,Germany
L ERRA,RIO/Avant-Prog,Mexico
GUILLAUM ERRET & THE ELECTRIC EPIC,Jazz Rock/Fusion,France
RUD ERRONE,Crossover Prog,United States
ANDRE ERROTTA,Crossover Prog,Italy
JOHN G ERRY,Canterbury Scene,United Kingdom
PERSEFONE,Tech/Extreme Prog Metal,Andorra
PERSÉIDE,Crossover Prog,Canada
PERSEPHONE'S DREAM,Heavy Prog,United States
PERSIMFANS,Rock Progressivo Italiano,Italy
SEBASTIA ERSINI,Progressive Metal,Argentina
PERSONA GRATA,Progressive Metal,Slovakia
PERSONA NON GRATA,Progressive Metal,Greece
PERSPECTIVE X IV,Progressive Metal,United States
PERSPECTIVES OF A CIRCLE,Crossover Prog,Italy
PERTEGO,Post Rock/Math rock,Italy
PERVY PERKIN,Progressive Metal,Spain
PESKY GEE,Heavy Prog,United Kingdom
PESNIARY (PESNYARY),Prog Folk,Belarus
PESSIMIST,Progressive Metal,Czech Republic
PESTIFER,Tech/Extreme Prog Metal,Belgium
PESTILENCE,Tech/Extreme Prog Metal,Netherlands
PET SLIMMERS OF THE YEAR,Experimental/Post Metal,United Kingdom
PETER M.,Progressive Electronic,Italy
PETER PAN,Neo-Prog,Poland
MIK ETKOVSKI,Jazz Rock/Fusion,Yugoslavia
PETR NOVAK,Crossover Prog,Czech Republic
OT ETRINA,Symphonic Prog,Czech Republic
PETROGRAD IN TRANSIT,Post Rock/Math rock,United States
PETROLEUM FALCON,Crossover Prog,United States
IV ETROVIC,Progressive Metal,Croatia
JOH ETRUCCI,Progressive Metal,United States
PETRUS CASTRUS,Symphonic Prog,Portugal
PEZ,Crossover Prog,Argentina
PFS,RIO/Avant-Prog,United States
PG. LOST,Post Rock/Math rock,Sweden
PH2,Symphonic Prog,France
PHAEDRA,Rock Progressivo Italiano,Italy
PHAENOMENA,Progressive Metal,Italy
PHAESIS,Neo-Prog,France
PHAETON,Progressive Metal,Canada
PHANTOM'S OPERA,Heavy Prog,United States
PHARAOH OVERLORD,Psychedelic/Space Rock,Finland
PHARNAL,Eclectic Prog,France
PHAROAH CHROMIUM,Progressive Electronic,Germany
PHAVIAN,Progressive Metal,United States
PHENOM,Neo-Prog,India
PHEWWHOO,Post Rock/Math rock,Japan
PHI,Heavy Prog,Austria
PHIDEAUX,Crossover Prog,United States
PHILHARMONIE,Eclectic Prog,France
PHILHELMON,Crossover Prog,Netherlands
ANTHON HILLIPS,Symphonic Prog,United Kingdom
SHAW HILLIPS,Prog Related,United States
SIMO HILLIPS,Jazz Rock/Fusion,United Kingdom
PHILOSOPHOBIA,Progressive Metal,Multi-National
PHISH,Prog Related,United States
PHLEBOTOMIZED,Tech/Extreme Prog Metal,Netherlands
PHLOX,Jazz Rock/Fusion,Estonia
PHLOX,Psychedelic/Space Rock,Malaysia
PHOEN1X,Neo-Prog,United States
PHOENIX,Prog Folk,Romania
PHOENIX AGAIN,Neo-Prog,Italy
PHOENIX DOWN,Heavy Prog,United States
PHOG,Symphonic Prog,France
PHOLAS DACTYLUS,Rock Progressivo Italiano,Italy
PHONEMA,Tech/Extreme Prog Metal,Poland
PHREEWORLD,Neo-Prog,United States
PHROZENLIGHT,Progressive Electronic,Netherlands
PHRYGIAN GATES,Progressive Metal,Sweden
PHYLTER,Symphonic Prog,Belgium
TH HYSICS HOUSE BAND,Post Rock/Math rock,United Kingdom
EMM HYZEMA,RIO/Avant-Prog,United States
PI MEZON,Progressive Metal,Finland
PI XPRNC,Neo-Prog,Venezuela
PI-ER-2,Jazz Rock/Fusion,Poland
PI2,Symphonic Prog,Spain
PIAH MATER,Tech/Extreme Prog Metal,Brazil
PIANO CONCLAVE,Jazz Rock/Fusion,Multi-National
GIORGIO FIC IAZZA,Rock Progressivo Italiano,Italy
PICA FIERCE,Tech/Extreme Prog Metal,Norway
PICCHIO DAL POZZO,Canterbury Scene,Italy
PICKLELEGAZ,Neo-Prog,Netherlands
CHRI ICTON,Crossover Prog,United Kingdom
PICTORIAL WAND,Symphonic Prog,Norway
PICTURES,Neo-Prog,Italy
PICTURES FROM NADIRA,Post Rock/Math rock,Germany
PIE Q,Crossover Prog,Israel
PIED PIPER,Crossover Prog,Argentina
PIENZA ETHNORKESTRA,RIO/Avant-Prog,France
GIA IERETTI,Rock Progressivo Italiano,Italy
MASSIM IERETTI,Crossover Prog,Italy
PIERO E I COTTONFIELDS,Rock Progressivo Italiano,Italy
PIERO EZIO E TINO,Rock Progressivo Italiano,Italy
PIERROT LUNAIRE,Prog Folk,Italy
PIEZO,Crossover Prog,Canada
PIG FARM ON THE MOON,Symphonic Prog,Venezuela
PIG SOUL,RIO/Avant-Prog,Brazil
PIG'N'AIF,Crossover Prog,United Kingdom
PIGLET,Post Rock/Math rock,United States
PIIRPAUKE,Prog Folk,Finland
PIKANTIK,Crossover Prog,Poland
PIKAPIKA TEART,RIO/Avant-Prog,Russia
PIKE,Experimental/Post Metal,Sweden
PILGRYM,Neo-Prog,United Kingdom
PILOT VOYAGER,Psychedelic/Space Rock,Hungary
PILOTOCOPILOTO,Psychedelic/Space Rock,Peru
TH INEAPPLE THIEF,Crossover Prog,United Kingdom
PING,RIO/Avant-Prog,Norway
PING PONG,Crossover Prog,Italy
PINGUIN,Krautrock,Germany
PINGVINORKESTERN,Eclectic Prog,Sweden
RICHAR INHAS,Progressive Electronic,France
PINIOL,RIO/Avant-Prog,France
PINK FLOYD,Psychedelic/Space Rock,United Kingdom
PINK FREUD,Jazz Rock/Fusion,Poland
TH INK MICE,Symphonic Prog,Germany
PINKLY SMOOTH,Experimental/Post Metal,United States
PINKROOM,Heavy Prog,Poland
PINN DROPP,Heavy Prog,Poland
PINNACLE,Heavy Prog,United States
MICHAE INNELLA,Symphonic Prog,United States
PIQAIA,Progressive Metal,Denmark
L IRAMIDE DI SANGUE,Psychedelic/Space Rock,Italy
PIRANA,Crossover Prog,Australia
PIRATE,Heavy Prog,Australia
TH IRATE SHIP QUINTET,Post Rock/Math rock,United Kingdom
PISKA MIG HAART,Crossover Prog,Sweden
PISSUK RACHAV,RIO/Avant-Prog,Israel
PITBULLS IN THE NURSERY,Tech/Extreme Prog Metal,France
BRUN ITCH,Eclectic Prog,France
PITOM,RIO/Avant-Prog,United States
TH ITTS MINNEMANN PROJECT,Eclectic Prog,United States
PIXIE NINJA,Eclectic Prog,Norway
PIXL,Tech/Extreme Prog Metal,China
PLACEBO,Jazz Rock/Fusion,Belgium
PLACKBAND,Neo-Prog,Netherlands
PLAIN FADE,Post Rock/Math rock,Finland
PLAMP,Eclectic Prog,Switzerland
PLANESHIFT,Progressive Metal,Brazil
PLANET P PROJECT,Crossover Prog,United States
PLANET X,Jazz Rock/Fusion,United States
PLANETA IMAGINARIO,Jazz Rock/Fusion,Spain
PLANETARIUM,Rock Progressivo Italiano,Italy
PLANETS,Post Rock/Math rock,United States
PLANETS AND THE WATER,Psychedelic/Space Rock,Spain
PLANISPHERE,Post Rock/Math rock,Germany
PLANK,Psychedelic/Space Rock,United Kingdom
PLANKTON WAT,Prog Folk,United States
ROBER LANT,Crossover Prog,United Kingdom
PLASTIC DOGS,RIO/Avant-Prog,Japan
PLASTIC OVERLORDS,Psychedelic/Space Rock,United States
TH LASTIC PEOPLE OF THE UNIVERSE,RIO/Avant-Prog,Czech Republic
PLASTIC WOODS,Psychedelic/Space Rock,Spain
PLAT DU JOUR,Eclectic Prog,France
PLATITUDE,Progressive Metal,Sweden
PLATURNO,Eclectic Prog,Chile
PLATYPUS,Progressive Metal,United States
HAN LATZ,Progressive Metal,Germany
PLAYERS,Jazz Rock/Fusion,United States
PLAYGROUND,Crossover Prog,Germany
PLAYGROUNDED,Heavy Prog,Greece
PLAYLAND,Crossover Prog,Japan
PLEBEIAN GRANDSTAND,Experimental/Post Metal,France
PLEN,Psychedelic/Space Rock,Poland
PLENILUNIO,Rock Progressivo Italiano,Italy
PLESIOSAURIO,Heavy Prog,Argentina
PLINI,Jazz Rock/Fusion,Australia
PLJ BAND,Psychedelic/Space Rock,Greece
PLOKK,Post Rock/Math rock,Germany
PLOZ,RIO/Avant-Prog,Canada
ANDRE LUMMER & WORLD SANGUINE REPORT,RIO/Avant-Prog,United Kingdom
PLURIMA MUNDI,Rock Progressivo Italiano,Italy
PLUTO,Crossover Prog,Norway
PLUTO AND THE PLANETS,Crossover Prog,Norway
PNEU,Post Rock/Math rock,France
TH NEUMATIC TRANSIT,Jazz Rock/Fusion,United States
POCHAKAITE MALKO,RIO/Avant-Prog,Japan
POCKET ORCHESTRA,RIO/Avant-Prog,United States
POCKET SIZE STHLM,Crossover Prog,Sweden
POCKETFUL,Crossover Prog,Sweden
POÇOS & NUVENS,Symphonic Prog,Brazil
PODD,Jazz Rock/Fusion,United States
POEM,Progressive Metal,Greece
POETICA IN SILENTIO,Eclectic Prog,Netherlands
PŐHJA KONN ,Symphonic Prog,Estonia
PEKK OHJOLA,Jazz Rock/Fusion,Finland
KIMM OHJONEN,RIO/Avant-Prog,Finland
BILL OHL,Jazz Rock/Fusion,United States
POIL,RIO/Avant-Prog,France
POINT MASS,Progressive Metal,Canada
POINT OF EXISTENCE,Progressive Metal,Sweden
POINT OF VIEW,Progressive Metal,Poland
POINTS NORTH,Heavy Prog,United States
POIRE,Crossover Prog,Spain
CHRISTOPH OISSON,Progressive Electronic,France
POKERFACE,RIO/Avant-Prog,Sweden
CHRI OLAND,Progressive Metal,United States
POLE,Progressive Electronic,France
POLESTAR 1,Psychedelic/Space Rock,United States
POLICROMIA,Heavy Prog,Argentina
POLIFEMO,Crossover Prog,Argentina
POLIMETRO,Progressive Metal,Chile
POLIS,Heavy Prog,Germany
TH OLITE FORCE,Canterbury Scene,United Kingdom
POLKADOT CADAVER,Progressive Metal,United States
BRENDA OLLARD,Progressive Electronic,United Kingdom
POLLEN,Symphonic Prog,Canada
POLSKA RADIO ONE,Psychedelic/Space Rock,Russia
POLTERGEIST,Psychedelic/Space Rock,United Kingdom
POLVO,Post Rock/Math rock,United States
POLY-MATH,Post Rock/Math rock,United Kingdom
POLYMORPHIE,RIO/Avant-Prog,France
POLYPHIA,Post Rock/Math rock,United States
POLYPHONY,Psychedelic/Space Rock,United States
POLYTOXICOMANE PHILHARMONIE,Psychedelic/Space Rock,Germany
POMEGRANATE TIGER,Progressive Metal,Canada
POND,Psychedelic/Space Rock,Australia
PONDUS,Eclectic Prog,Sweden
JEAN-LU ONTY,Jazz Rock/Fusion,France
OOH,Prog Related,Italy
POOR GENETIC MATERIAL,Crossover Prog,Germany
POP MASINA,Heavy Prog,Yugoslavia
POP WORKSHOP,Jazz Rock/Fusion,Multi-National
POPOL ACE / EX POPOL VUH,Crossover Prog,Norway
POPOL VUH,Krautrock,Germany
DAVORI OPOVIć,Prog Related,Yugoslavia
POPPSYKOSEN,Neo-Prog,Denmark
POPULUS,Progressive Metal,Canada
PORCELAIN MOON,Crossover Prog,Finland
PORCUPINE TREE,Heavy Prog,United Kingdom
PORK PIE,Jazz Rock/Fusion,Germany
LAUR ORRA,Eclectic Prog,Finland
KIMM ÖRSTI,Crossover Prog,Finland
PORT MAHADIA,Heavy Prog,United States
PORT-ROYAL,Post Rock/Math rock,Italy
PORTAL,Tech/Extreme Prog Metal,Australia
PORTAL,Post Rock/Math rock,United States
L ORTE NON APERTE,Rock Progressivo Italiano,Italy
T ORTER,Progressive Electronic,Canada
PORTMAN,Heavy Prog,Croatia
PORTNOY SHEEHAN MACALPINE SHERINIAN,Progressive Metal,United States
PORTRAIT OF A DROWNED MAN,Post Rock/Math rock,United States
POSEIDON,Psychedelic/Space Rock,Germany
POSEIDOTICA,Heavy Prog,Argentina
POSITIVE WAVE,Prog Folk,Finland
LUBO OSPISIL,Crossover Prog,Czech Republic
POSSIBLE WORLDS,Crossover Prog,United States
POSSUM,Psychedelic/Space Rock,Canada
POST MORTEM,Progressive Metal,Argentina
TH OSTMAN SYNDROME,Experimental/Post Metal,United States
POSTO BLOCCO 19,Rock Progressivo Italiano,Italy
POSTURES,Eclectic Prog,Sweden
POSTVORTA,Experimental/Post Metal,Italy
VYACHESLA OTAPOV,Eclectic Prog,Kazakhstan
POTEMKINE,Zeuhl,France
NOLA OTTER'S NIGHTMARE BAND,Eclectic Prog,United States
COLI OTTER,Progressive Electronic,United Kingdom
JAC OTTER,Crossover Prog,United States
NI OTTER,Progressive Electronic,United Kingdom
LE OULES,RIO/Avant-Prog,Canada
POVERTY'S NO CRIME,Progressive Metal,Germany
COZ OWELL,Jazz Rock/Fusion,United Kingdom
ROGE OWELL,Progressive Electronic,United States
POWER OF OMENS,Progressive Metal,United States
POWER TOOLS,Jazz Rock/Fusion,United States
PRAM,Post Rock/Math rock,United Kingdom
JEAN-PAU RAT / MASAL,Eclectic Prog,France
PRAVDA,Progressive Metal,United States
PRAXIS,Eclectic Prog,Mexico
PRAZSKY VYBER,Eclectic Prog,Czech Republic
PRE,Symphonic Prog,United States
PRE-MED,Psychedelic/Space Rock,United Kingdom
PREA HRADA,Post Rock/Math rock,Russia
PREACHER,Crossover Prog,United Kingdom
PRECIOUS FATHERS,Post Rock/Math rock,Canada
PREDMESTJE,Jazz Rock/Fusion,Yugoslavia
PREFERS TO HIDE IN THE DARK,Eclectic Prog,Various
PREGHIERA DI SASSO,Rock Progressivo Italiano,Italy
PREHISTORIC ANIMALS,Heavy Prog,Sweden
PRELUDE,Neo-Prog,Belgium
PREMIATA FORNERIA MARCONI (PFM),Rock Progressivo Italiano,Italy
JULI RESAS,Crossover Prog,Argentina
PRESCOTT,RIO/Avant-Prog,United Kingdom
DAVI RESCOTT,Progressive Electronic,United States
RESENÇA DAS FORMIGAS,Prog Folk,Portugal
PRESENCE,Rock Progressivo Italiano,Italy
PRESENCE OF SOUL,Post Rock/Math rock,Japan
PRESENT,RIO/Avant-Prog,Belgium
TH RESENT MOMENT,Progressive Electronic,United States
PRESSURE POINTS,Progressive Metal,Finland
PRESTO BALLET,Crossover Prog,United States
PRESTO VIVACE,Progressive Metal,Argentina
PRETEND,Post Rock/Math rock,United States
TH RETTY THINGS,Proto-Prog,United Kingdom
PRIAM,Jazz Rock/Fusion,France
JULIA RIESTER,Jazz Rock/Fusion,United States
PRIMALEÓN,Progressive Metal,Argentina
PRIME MOVER,Crossover Prog,Finland
PRIMITIVE INSTINCT,Neo-Prog,United Kingdom
PRIMO VESPERE,Tech/Extreme Prog Metal,Italy
PRIMORDIAL UNDERMIND,Psychedelic/Space Rock,United States
PRIMUS,Prog Related,United States
TH RINCES,Crossover Prog,Estonia
PRINCESS FLOWER AND THE MOON RAYS,Krautrock,Multi-National
PRINCIPAL EDWARDS MAGIC THEATRE,Prog Folk,United Kingdom
PRIORITY,Jazz Rock/Fusion,Japan
PRISMA,Psychedelic/Space Rock,Germany
PRISMA,Symphonic Prog,Netherlands
PRISMA,Experimental/Post Metal,Switzerland
PRISMA X,Jazz Rock/Fusion,Chile
DAVI RITCHARD,Progressive Electronic,Canada
PRO MUSICA,Heavy Prog,Romania
PROAGE,Neo-Prog,Poland
PROBE 10,Jazz Rock/Fusion,United States
PROCESSION,Rock Progressivo Italiano,Italy
PROCOL HARUM,Crossover Prog,United Kingdom
PROCOSMIAN FANNYFIDDLERS,Eclectic Prog,Norway
PRODUCT,Neo-Prog,United States
PROF. WOLFFF,Krautrock,Germany
PROFESSOR TIP TOP,Psychedelic/Space Rock,Norway
PROFIL,Eclectic Prog,Germany
PROFUNA OCEAN,Neo-Prog,Netherlands
PROFUSION,Eclectic Prog,Italy
PROFUSIONS,Progressive Metal,Portugal
PROGENESI,Rock Progressivo Italiano,Italy
PROGGER,Jazz Rock/Fusion,United States
PROGHMA-C,Experimental/Post Metal,Poland
PROGNOISE,Crossover Prog,Brazil
TH ROGNOSIS,Crossover Prog,United Kingdom
PROGRES 2,Eclectic Prog,Czech Republic
PROGRESIV TM,Heavy Prog,Romania
PROGRESSION BY FAILURE,Symphonic Prog,France
TH ROGRESSIVE SOULS COLLECTIVE,Progressive Metal,United States
PROGRESSIVEXPERIENCE,Progressive Metal,Italy
PROJECT (PPRY),Symphonic Prog,Finland
PROJECT 13-5,Tech/Extreme Prog Metal,Germany
PROJECT ALCAZAR,Progressive Metal,United States
PROJECT AQUARIUS,Crossover Prog,Brazil
PROJECT CREATION,Progressive Metal,Portugal
PROJECT INFINITY,Tech/Extreme Prog Metal,Ukraine
PROJECT MOONBEAM,Psychedelic/Space Rock,United States
PROJECT: PATCHWORK,Crossover Prog,Germany
PROJECTION,Crossover Prog,Netherlands
LE ROJECTIONNISTES,Jazz Rock/Fusion,Canada
NIC ROL AND THE PROLETARIANS,RIO/Avant-Prog,United States
PROLETARIAN,Progressive Metal,United Kingdom
PROLOUD,Progressive Metal,Italy
PROMENADE,Rock Progressivo Italiano,Italy
PROMETHEAN,Eclectic Prog,Finland
PROMETHEO,Rock Progressivo Italiano,Italy
PROMETHEUS,Eclectic Prog,United States
PROPELLER ISLAND,Progressive Electronic,Germany
PROPHECY,Progressive Metal,France
PROPHECY WITHIN,Progressive Metal,Ireland
TH ROPHECY,Experimental/Post Metal,United Kingdom
CHRI ROPHET,Tech/Extreme Prog Metal,South Africa
PROPHEXY,Rock Progressivo Italiano,Italy
