artist,genre,country
CAMEL,Psychedelic/Space Rock,United Kingdom
CAMEL,Symphonic Prog,United Kingdom
CAMELIAS GARDEN,Prog Folk,Italy
CAMELION,Crossover Prog,France
CAMEMBERT,Jazz Rock/Fusion,France
CAMERA,Krautrock,Germany
CAMERA ASTRALIS,Rock Progressivo Italiano,Italy
CAMERA CHIARA,Eclectic Prog,Italy
THE BE AMERON PROJECT,Crossover Prog,Australia
TO AMERON,Progressive Electronic,United States
JUR AMISASCA,Rock Progressivo Italiano,Italy
NEI AMPBELL COLLECTIVE,Eclectic Prog,United Kingdom
DALLA AMPBELL,Progressive Electronic,United States
CAMPO DI MARTE,Rock Progressivo Italiano,Italy
JORG AMPOS,Jazz Rock/Fusion,Chile
CAN,Krautrock,Germany
CAN AM DES PUIG,Prog Folk,Multi-National
CANAMII,Crossover Prog,South Africa
LO ANARIOS,Symphonic Prog,Spain
TH ANCER CONSPIRACY,Experimental/Post Metal,United States
CANDIDATE,Prog Folk,United Kingdom
CANDIRIA,Experimental/Post Metal,United States
FRANCI ANG,Jazz Rock/Fusion,Philippines
CANGACEIRO,Eclectic Prog,Chile
CANNABIS INDIA,Symphonic Prog,Germany
CANNATA,Crossover Prog,United States
CANO,Prog Folk,Canada
JAV ANOVAS,Progressive Electronic,Spain
CANTERBURY GLASS,Psychedelic/Space Rock,United Kingdom
L ANTINA DI ERMETE,Prog Folk,Italy
CANTINA SOCIALE,Rock Progressivo Italiano,Italy
CANTURBE,Crossover Prog,Argentina
CANVAS SOLARIS,Tech/Extreme Prog Metal,United States
CANYONSOFSTATIC,Post Rock/Math rock,United States
CANZONIERE DEL LAZIO,Prog Folk,Italy
CAP OUTRUN,Crossover Prog,Sweden
CAPABILITY BROWN,Crossover Prog,United Kingdom
CAPHARNAUM,Tech/Extreme Prog Metal,United States
CAPHARNAUM,Heavy Prog,Canada
CAPILLARY ACTION,RIO/Avant-Prog,United States
CAPITAL SENTIMENTAL,Psychedelic/Space Rock,Netherlands
CAPITOLO 6,Rock Progressivo Italiano,Italy
GAD APLAN,Jazz Rock/Fusion,Israel
MARCELL APRA,Prog Folk,Italy
CAPRICIA,Progressive Metal,Israel
CAPRICORN COLLEGE,Rock Progressivo Italiano,Italy
CAPRICORNS,Experimental/Post Metal,United Kingdom
CAPSICUM RED,Rock Progressivo Italiano,Italy
CAPSIDE,Rock Progressivo Italiano,Italy
CAPTAIN BEEFHEART,RIO/Avant-Prog,United States
CAPTAIN BEYOND,Heavy Prog,United States
CAPTAIN KICKARSE AND THE AWESOMES,Heavy Prog,Australia
CAPTAIN MARRYAT,Crossover Prog,United Kingdom
CAPTAIN OF THE SWEDISH TEAM,Heavy Prog,Canada
CAPTURE THE SUN,Experimental/Post Metal,United States
ENZ APUANO,Rock Progressivo Italiano,Italy
CAR BOMB,Tech/Extreme Prog Metal,United States
CARAVAN,Canterbury Scene,United Kingdom
CARAVELA ESCARLATE,Symphonic Prog,Brazil
CARAVELLUS,Progressive Metal,Brazil
JOSE ARBALLIDO,Eclectic Prog,Spain
CARBONIZED,Tech/Extreme Prog Metal,Sweden
CARCARIASS,Tech/Extreme Prog Metal,France
CARDBOARD AMANDA,RIO/Avant-Prog,Multi-National
CARDEILHAC,Heavy Prog,Switzerland
CARDIACS,RIO/Avant-Prog,United Kingdom
FRANC ARDUCCI,Crossover Prog,France
CAREWORN,Crossover Prog,United Kingdom
CARGO,Heavy Prog,Netherlands
CARGO CULT REVIVAL,Heavy Prog,United States
CARLOS DANGER,Post Rock/Math rock,United States
CARLTON MELTON,Psychedelic/Space Rock,United States
MAR ARLTON,Crossover Prog,United Kingdom
CARMEN,Prog Folk,United Kingdom
CARNASCIALIA,Prog Folk,Italy
CARNEGIE,Prog Related,United States
CARNENERA,Post Rock/Math rock,Italy
LE ARNICELLA,Crossover Prog,Germany
CARNIVAL IN COAL,Experimental/Post Metal,France
CAROL OF HARVEST,Prog Folk,Germany
ALAI ARON,Jazz Rock/Fusion,Canada
CARONTTE,Experimental/Post Metal,Spain
CARPADIUM,Heavy Prog,United States
ALE ARPANI BAND,Symphonic Prog,Italy
CARPATHIA PROJECT,Jazz Rock/Fusion,Hungary
CARPE DIEM,Eclectic Prog,France
CARPE NOTA,Heavy Prog,United States
COD ARPENTER,Jazz Rock/Fusion,United States
CARPET,Eclectic Prog,Germany
TH ARPET KNIGHTS,Psychedelic/Space Rock,Sweden
CARPINETA,Rock Progressivo Italiano,Italy
CARPTREE,Neo-Prog,Sweden
CARRÉ.LADICH.MARCHAL,Psychedelic/Space Rock,Multi-National
CARTA,Post Rock/Math rock,United States
CARTEL CARNAGE,RIO/Avant-Prog,France
CARTOGRAPHER,Post Rock/Math rock,Netherlands
CARTOON,Eclectic Prog,Brazil
CARTOON,RIO/Avant-Prog,United States
CARVED IN ASHES,Crossover Prog,Finland
CARVING COLOURS,Progressive Metal,Spain
CASA DAS MÁQUINAS,Prog Related,Brazil
LAUR ASALE,Crossover Prog,United States
ALA ASE,Neo-Prog,Netherlands
RIC ASEY,Neo-Prog,United States
CASH PONY,Jazz Rock/Fusion,United States
CASHMERE,Eclectic Prog,Poland
CASINO,Neo-Prog,United Kingdom
CASPIAN,Post Rock/Math rock,United States
CASSIBER,RIO/Avant-Prog,Germany
CAST,Symphonic Prog,Mexico
CASTANARC,Neo-Prog,United Kingdom
CASTAWAY,Progressive Metal,Slovakia
I ASTELLO DELLE UOVA,Rock Progressivo Italiano,Italy
I ASTELLO DI ATLANTE,Rock Progressivo Italiano,Italy
GIA ASTELLO,Prog Folk,Italy
CASTEVET,Tech/Extreme Prog Metal,United States
CASTLE CANYON,Crossover Prog,United States
CASTLE FUSION,Eclectic Prog,Italy
NIC ASTRO,Prog Folk,United States
CASUAL SILENCE,Heavy Prog,Netherlands
CATACOMBE,Experimental/Post Metal,Portugal
CATAFALCHI DEL CYBER,Neo-Prog,Italy
CATAPILLA,Eclectic Prog,United Kingdom
CATASTROPHE,Jazz Rock/Fusion,France
CATERPILLARMEN,RIO/Avant-Prog,Iceland
CATHARSIS,Progressive Metal,United States
CATHARSIS,Psychedelic/Space Rock,France
CATHEDRAL,Symphonic Prog,United States
CATHEDRAL,Neo-Prog,United States
CATS ON THE ROOF,Psychedelic/Space Rock,Ukraine
CATWEAZLE,Neo-Prog,Sweden
CAUDAL,Post Rock/Math rock,Germany
STEPHE AUDEL,Crossover Prog,United Kingdom
CAULDRON,Psychedelic/Space Rock,Sweden
CAUSA SUI,Psychedelic/Space Rock,Denmark
PHILIPP AUVIN,Prog Folk,France
CAVALLI COCCHI.LANZETTI.ROVERSI,Rock Progressivo Italiano,Italy
CAVALLO,Post Rock/Math rock,United States
CAVE,Psychedelic/Space Rock,United States
CAVE IN,Experimental/Post Metal,United States
CAVEAT,Progressive Metal,Canada
CAVERN OF ANTI-MATTER,Krautrock,Germany
CAVES OF STEEL,Post Rock/Math rock,Norway
CHARLI AWOOD,Prog Folk,United Kingdom
GUILLAUM AZENAVE,Crossover Prog,France
CAZUELA DE CÔNDOR,RIO/Avant-Prog,Chile
CEA SERIN,Progressive Metal,United States
MAR ECCOTTI,Neo-Prog,France
CECILIA::EYES,Post Rock/Math rock,Belgium
CEDDO,Jazz Rock/Fusion,Germany
CEDITH,Psychedelic/Space Rock,Turkey
CEILING UNLIMITED,Crossover Prog,United States
CELARIS,Tech/Extreme Prog Metal,United States
CELEBRITY SEX SCANDAL,Experimental/Post Metal,United States
CELELALTE CUVINTE,Heavy Prog,Romania
CELESTE,Rock Progressivo Italiano,Italy
CELESTIAL BURST,Crossover Prog,France
CELESTIAL OEUVRE,Heavy Prog,United States
CELESTIAL WOLVES,Post Rock/Math rock,Belgium
CELESTINE,Experimental/Post Metal,Iceland
CELL15,Crossover Prog,United States
TH ELLAR AND POINT,RIO/Avant-Prog,United States
CELLAR NOISE,Symphonic Prog,Italy
CELLULOID,Progressive Electronic,United States
CELLULOID WINTER,Crossover Prog,United States
CELLUTRON & THE INVISIBLE,Progressive Electronic,United States
CEMICAN,Experimental/Post Metal,Mexico
CENTAUR RODEO,Neo-Prog,United States
CENTAURUS,Progressive Metal,United States
CENTENAIRE,Eclectic Prog,France
CENTIPEDE,Jazz Rock/Fusion,United Kingdom
CENTRAL PARK,Neo-Prog,Germany
CENTRE PIECE,Progressive Metal,United States
CENTRIC JONES,Psychedelic/Space Rock,United States
CENTRICA,Progressive Metal,Italy
CENTURY SCREAM,Progressive Metal,France
CEPHALIC CARNAGE,Tech/Extreme Prog Metal,United States
CERBERUS SHOAL,RIO/Avant-Prog,United States
I ERCHIO D'ORO,Rock Progressivo Italiano,Italy
CEREBRUM,Tech/Extreme Prog Metal,Greece
CEREBUS EFFECT,Jazz Rock/Fusion,United States
CEREUS,Experimental/Post Metal,Poland
CERVELLO,Rock Progressivo Italiano,Italy
THE EYLEIB PEOPLE,Indo-Prog/Raga Rock,United States
CHAC MOOL,Prog Folk,Mexico
CHAIN,Heavy Prog,United States
CHAIN REAKTOR,Heavy Prog,Netherlands
CHAINSAW JAZZ,RIO/Avant-Prog,United States
CHAKRA,Symphonic Prog,United States
CHALCEDONY,Symphonic Prog,United Kingdom
CHALIBAUDE,Prog Folk,France
CHALIS,Crossover Prog,United States
ANDRE HALK,Progressive Electronic,United Kingdom
DENNI HAMBERS,Jazz Rock/Fusion,United States
CHAMELEON,Jazz Rock/Fusion,Sweden
CHAMELEON,Eclectic Prog,United States
LE HAMPIGNONS,Psychedelic/Space Rock,Canada
CHANCE,Crossover Prog,France
CHANCE:RISIKO,Crossover Prog,Italy
CHANDELIER,Neo-Prog,Germany
CHANETON,Neo-Prog,Argentina
CHANGES,Crossover Prog,Switzerland
CHANGING IMAGES,Crossover Prog,Germany
TH HANT,Crossover Prog,Finland
CHAOS CODE,Symphonic Prog,United States
CHAOS DIVINE,Tech/Extreme Prog Metal,Australia
CHAOS OVER COSMOS,Tech/Extreme Prog Metal,United States
CHAOS VENTURE,Progressive Metal,Italy
CHAOSBAY,Progressive Metal,Germany
CHAPEL OF DISEASE,Tech/Extreme Prog Metal,Germany
CHARLIE & ESDOR,Psychedelic/Space Rock,Sweden
SPYRO HARMANIS,Crossover Prog,Greece
CHARMING HOSTESS,RIO/Avant-Prog,United States
CHARTS AND MAPS,Post Rock/Math rock,United States
CHASE,Jazz Rock/Fusion,United States
CHASE THE SUNSET,Experimental/Post Metal,United Kingdom
CHASING THE MONSOON,Crossover Prog,United Kingdom
CHASM,Crossover Prog,Norway
RAN HATOORGOON,Crossover Prog,Canada
CHAUSSE TRAPPE,Krautrock,France
CHAYAN,Crossover Prog,United Kingdom
CHEER-ACCIDENT,RIO/Avant-Prog,United States
CHEETO'S MAGAZINE,Crossover Prog,Spain
CHEIRO DE VIDA,Jazz Rock/Fusion,Brazil
CHĘNE NOIR,RIO/Avant-Prog,France
GUIGO HENEVIER,RIO/Avant-Prog,France
CHERCHE-LUNE,Prog Folk,France
CHERRY FIVE,Rock Progressivo Italiano,Italy
CHEST ROCKWELL,Neo-Prog,United States
CHESTER GORILLA,Jazz Rock/Fusion,Italy
CHEVAL DE FRISE,Post Rock/Math rock,France
CHEVAL FOU,Krautrock,France
CHIASMA,Progressive Metal,United States
CHIAVE DI VOLTA,Rock Progressivo Italiano,Italy
CHICAGO,Jazz Rock/Fusion,United States
CHICAGO ODENSE ENSEMBLE,Psychedelic/Space Rock,Multi-National
CHICKENCAGE EXPERIENCE,Psychedelic/Space Rock,Germany
CHILD'S PLAY,Jazz Rock/Fusion,United States
CHILDREN IN PARADISE,Crossover Prog,France
CHILDREN OF NOVA,Neo-Prog,United States
CHILDSPEAK,Post Rock/Math rock,United States
CHILDWOOD,Eclectic Prog,Netherlands
CHILLIWACK,Psychedelic/Space Rock,Canada
CHIMERA,Prog Folk,Netherlands
CHIMERA,Psychedelic/Space Rock,United Kingdom
CHIMP SPANNER,Tech/Extreme Prog Metal,United Kingdom
CHIMPAN A,Crossover Prog,United Kingdom
CHINESE BEARD,Progressive Metal,Finland
HINESE FIREDRILL,Progressive Metal,United States
CHOCLAT FROG,RIO/Avant-Prog,Germany
CHOICE,Crossover Prog,Germany
CHOKE THE WORD,Crossover Prog,United States
CHOLO VISCERAL,Heavy Prog,Peru
CHON,Post Rock/Math rock,United States
CHOOSE YOUR OWN ADVENTURE,Post Rock/Math rock,United States
CHORUSCANT,Neo-Prog,Italy
CHOU PAHROT,RIO/Avant-Prog,United Kingdom
CHRISTADORO,Rock Progressivo Italiano,Italy
JOH HRISTIAN,Progressive Electronic,United Kingdom
CHRISTINE 23 ONNA,Progressive Electronic,Japan
CHROMA KEY,Psychedelic/Space Rock,United States
CHROMATIC ABERRATION,Heavy Prog,United States
CHROMATIC POINT,Progressive Metal,Macedonia
CHROMB!,RIO/Avant-Prog,France
CHROME HOOF,Crossover Prog,United Kingdom
CHROME SHIFT,Progressive Metal,Denmark
CHROMIUM HAWK MACHINE,Psychedelic/Space Rock,United States
TH HRONICLES OF FATHER ROBIN,Symphonic Prog,Norway
TH HRONICLES OF ISRAFEL,Experimental/Post Metal,Canada
CHRONOBUNNY,Heavy Prog,Norway
CHRONOS MUNDI,Symphonic Prog,Brazil
CHRONOS ZERO,Progressive Metal,Italy
CHRONOSTASIS,Tech/Extreme Prog Metal,United States
CHRYSALIDE,Prog Folk,France
CHRYST,Experimental/Post Metal,Austria
CHURCH OF HED,Progressive Electronic,United States
TH HURCH,Prog Related,Australia
CHURN MILK JOAN,Crossover Prog,Multi-National
CHUTE LIBRE,Jazz Rock/Fusion,France
CICALA-MVTA,RIO/Avant-Prog,Japan
CICCADA,Eclectic Prog,Greece
STEV ICHON,Heavy Prog,United States
CICONIA,Progressive Metal,Spain
JOS ID,Symphonic Prog,Portugal
CIDEVANT,Heavy Prog,Germany
I IELO DI BAGDAD,Post Rock/Math rock,Italy
TH ILIKIS,Progressive Metal,Australia
LUCIAN ILIO,Rock Progressivo Italiano,Italy
CINCINNATO,Jazz Rock/Fusion,Italy
CINDERELLA SEARCH,Neo-Prog,Japan
CINEMA,Symphonic Prog,Japan
CINEMA SHOW,Crossover Prog,Brazil
TH INEMA SHOW,Rock Progressivo Italiano,Italy
CINEMA STYGE,Rock Progressivo Italiano,Italy
CINEMATIQUE,Post Rock/Math rock,Austria
CINEMECHANICA,Post Rock/Math rock,United States
CIOLKOWSKA,Psychedelic/Space Rock,Russia
CIRCA SURVIVE,Crossover Prog,United States
CIRCA:,Crossover Prog,United States
CIRCADIAN PULSE,Progressive Metal,Australia
CIRCLE,Psychedelic/Space Rock,Finland
CIRCLE,Symphonic Prog,Germany
TH IRCLE ENDS HERE,Experimental/Post Metal,Italy
CIRCLE OF CONTEMPT,Tech/Extreme Prog Metal,Finland
CIRCLE OF FAIRIES,Rock Progressivo Italiano,Italy
CIRCLE OF ILLUSION,Progressive Metal,Austria
TH IRCLE PROJECT,Symphonic Prog,Spain
CIRCLE TAKES THE SQUARE,Tech/Extreme Prog Metal,United States
CIRCLES,Tech/Extreme Prog Metal,Australia
CIRCLES,Progressive Metal,Germany
CIRCLES END,Eclectic Prog,Norway
TH IRCULAR RUINS,Progressive Electronic,United Kingdom
CIRCULINE,Crossover Prog,United States
E IRCULO DE WILLIS,Eclectic Prog,Spain
CIRCULUS,Prog Folk,United Kingdom
CIRCUS,Eclectic Prog,Switzerland
CIRCUS,Jazz Rock/Fusion,United Kingdom
CIRCUS 2000,Psychedelic/Space Rock,Italy
CIRCUS MAXIMUS,Progressive Metal,Norway
CIRCUS PARANOIA,Crossover Prog,Netherlands
CIRCUSFOLK,Crossover Prog,Finland
CIRKEL,Neo-Prog,Netherlands
CIRKUS,Eclectic Prog,United Kingdom
CIRKUS,Symphonic Prog,Canada
CIRRHA NIVA,Progressive Metal,Netherlands
CIRRUS BAY,Neo-Prog,United States
CIRUELO CILINDRICO,Experimental/Post Metal,Spain
CISNIENIE,Post Rock/Math rock,Poland
CITADEL,Crossover Prog,France
CITIZEN CAIN,Symphonic Prog,United Kingdom
CITRINITI,Tech/Extreme Prog Metal,Italy
CITTŔ FRONTALE,Rock Progressivo Italiano,Italy
CITY,Prog Related,Germany
CITY BOY,Prog Related,United Kingdom
WOJCIEC IURAJ,Crossover Prog,Poland
CIVICO 23,Rock Progressivo Italiano,Italy
CIVILIANS,Jazz Rock/Fusion,United States
CKRAFT,Tech/Extreme Prog Metal,France
CLANDESTINE,Progressive Metal,United States
CLANNAD,Prog Folk,Ireland
CLAREON,Jazz Rock/Fusion,United States
CLARION,Crossover Prog,Italy
CLARK HUTCHINSON,Indo-Prog/Raga Rock,United Kingdom
STEV LARK,Crossover Prog,Australia
STEWAR LARK,Crossover Prog,United Kingdom
MIC LARKE,Progressive Electronic,United Kingdom
STANLE LARKE,Jazz Rock/Fusion,United States
TH LAUDIA QUINTET,RIO/Avant-Prog,United States
THE LE LAYPOOL FROG BRIGADE,Eclectic Prog,United States
TH LAYPOOL LENNON DELIRIUM,Eclectic Prog,United States
COLONE LAYPOOL'S BUCKET OF BERNIE BRAINS,Eclectic Prog,United States
LE LAYPOOL,Eclectic Prog,United States
LEAN KITCHEN IS A HAPPY KITCHEN,RIO/Avant-Prog,Belgium
CLEAN OF CORE,Post Rock/Math rock,Japan
CLEAR BLUE SKY,Heavy Prog,United Kingdom
CLEAR FRAME,Canterbury Scene,United Kingdom
CLEARLIGHT,Symphonic Prog,France
CLEPSYDRA,Neo-Prog,Switzerland
CLEPSYDRA,Rock Progressivo Italiano,Italy
CLERIC,Experimental/Post Metal,United States
CLESSIDRA,Post Rock/Math rock,Italy
BARR LEVELAND,Eclectic Prog,United States
CLEVER GIRL,Post Rock/Math rock,United States
CLEVIS,Heavy Prog,United States
CLIFFHANGER,Neo-Prog,Netherlands
THE AARO LIFT EXPERIMENT,Crossover Prog,United States
CLIMAX,Heavy Prog,Bolivia
NEL LINE,Jazz Rock/Fusion,United States
TH LIVEDEN SET,Symphonic Prog,United States
CLOAKWHEEL,Progressive Metal,United States
CLOCKWORK,Progressive Metal,United States
CLOGS,Prog Folk,Multi-National
CLOSED FOR TONIGHT,Progressive Metal,Canada
CLOUD ARCHIVE,Post Rock/Math rock,United States
CLOUD ATLAS,Crossover Prog,United Kingdom
CLOUD BECOMES YOUR HAND,RIO/Avant-Prog,United States
CLOUD THEORY,Progressive Metal,Turkey
CLOUDKICKER,Experimental/Post Metal,United States
CLOUDLAND BALLROOM,Progressive Electronic,Ireland
CLOUDLAND CANYON,Progressive Electronic,United States
CLOUDS,Prog Related,United Kingdom
CLOUDS CAN,Neo-Prog,Germany
CLOUDS ON STRINGS,Eclectic Prog,United States
CLOUDSCAPE,Progressive Metal,Sweden
CAR LOUSER,Crossover Prog,Canada
CLOVER SEEDS,Crossover Prog,France
CLUB MERANO,Crossover Prog,Finland
CLUSTER,Krautrock,Germany
SUSA LYNES,Crossover Prog,Belgium
CMU,Eclectic Prog,United Kingdom
CMX,Progressive Metal,Finland
COALA PASCAL,Post Rock/Math rock,Ukraine
COALESCE,Experimental/Post Metal,United States
COALITION,Neo-Prog,United Kingdom
COATSWORTH-HAY,Crossover Prog,United States
COBALT,Tech/Extreme Prog Metal,United States
COBALT BLUE,Psychedelic/Space Rock,Brazil
BILL OBHAM,Jazz Rock/Fusion,United States
COBRA,RIO/Avant-Prog,United States
COBRA FAMILY PICNIC,Psychedelic/Space Rock,United States
COBWEB STRANGE,Heavy Prog,United States
OCAI,Rock Progressivo Italiano,Italy
STEV OCHRANE,Crossover Prog,Canada
COCK C'NELL,Psychedelic/Space Rock,Japan
CODA,Symphonic Prog,Netherlands
CODE,Tech/Extreme Prog Metal,Multi-National
CODE 18,Neo-Prog,Canada
CODE III,Krautrock,Germany
CODES IN THE CLOUDS,Post Rock/Math rock,United Kingdom
CODEX SERAFINI,Psychedelic/Space Rock,United Kingdom
CÓDICE,Symphonic Prog,Mexico
CODICE C,Crossover Prog,Italy
CODONA,Indo-Prog/Raga Rock,Multi-National
COEN,Progressive Metal,Singapore
MARCE OENEN,Progressive Metal,Netherlands
COEVALITY,Jazz Rock/Fusion,United States
COHEED AND CAMBRIA,Crossover Prog,United States
JEA OHEN-SOLAL,RIO/Avant-Prog,France
COIL,Progressive Electronic,United Kingdom
COLA DE ZORRO,Post Rock/Math rock,Chile
COLARIS,Post Rock/Math rock,Germany
COLD BODY RADIATION,Experimental/Post Metal,Netherlands
OLD DEAD BODY,Experimental/Post Metal,Italy
COLD FAIRYLAND,Neo-Prog,China
COLD NIGHT FOR ALLIGATORS,Tech/Extreme Prog Metal,Denmark
COLD SUN,Psychedelic/Space Rock,United States
COLDWORLD,Experimental/Post Metal,Germany
ORNETT OLEMAN & PRIME TIME,Jazz Rock/Fusion,United States
STEV OLEMAN,Jazz Rock/Fusion,United States
COLLAGE,Neo-Prog,Poland
COLLAPSAR,Tech/Extreme Prog Metal,United States
COLLAPSE,Heavy Prog,France
COLLAPSE UNDER THE EMPIRE,Post Rock/Math rock,Germany
COLLECTING SPACE,Crossover Prog,United States
TH OLLECTORS,Proto-Prog,Canada
COLLEGIUM MUSICUM,Symphonic Prog,Slovakia
COLLIDING PARALLELS,Progressive Metal,Canada
ROBERT OLOMBO,Rock Progressivo Italiano,Italy
COLONEL PETROV'S GOOD JUDGEMENT,Experimental/Post Metal,Germany
COLONIZE,Progressive Metal,United States
COLOR,Crossover Prog,Hungary
COLORSTAR,Psychedelic/Space Rock,Hungary
COLOSSEUM,Jazz Rock/Fusion,United Kingdom
COLOSSEUM II,Jazz Rock/Fusion,United Kingdom
COLOUR HAZE,Krautrock,Germany
COLOURATURA,Crossover Prog,United States
COLOURBLIND,Progressive Metal,Malta
COLSTER,Psychedelic/Space Rock,Italy
COLT,Heavy Prog,Poland
COMA,Jazz Rock/Fusion,Denmark
COMA CLUSTER VOID,Tech/Extreme Prog Metal,United States
COMA ROSSI,Crossover Prog,India
COMA STEREO,Psychedelic/Space Rock,Slovenia
COMA VIRUS,Progressive Electronic,Germany
COMBAT ASTRONOMY,RIO/Avant-Prog,Multi-National
COMBINATION HEAD,Neo-Prog,United Kingdom
COMBO 8,Jazz Rock/Fusion,Sweden
COMBO FH,RIO/Avant-Prog,Czech Republic
COME SLEEP,Experimental/Post Metal,Sweden
COMEDY OF ERRORS,Neo-Prog,United Kingdom
PASCA OMELADE,Progressive Electronic,France
COMETS ON FIRE,Psychedelic/Space Rock,United States
COMITY,Experimental/Post Metal,France
COMMA,Progressive Metal,Turkey
COMMUNIC,Progressive Metal,Norway
COMMUNIO MUSICA,RIO/Avant-Prog,Denmark
L OMPAGNIA DIGITALE,Psychedelic/Space Rock,Italy
COMPANYIA ELČCTRICA DHARMA,Jazz Rock/Fusion,Spain
COMPASS,Progressive Metal,United Kingdom
COMPASSIONIZER,RIO/Avant-Prog,Russia
COMPOUND EYE,Progressive Electronic,United States
COMPUTER MIND,Progressive Metal,Netherlands
COMPUTERCHEMIST,Progressive Electronic,United Kingdom
COMUS,Prog Folk,United Kingdom
CON HERTZ,Progressive Electronic,Germany
CONCENTRIC,Post Rock/Math rock,United States
CONCEPTION,Progressive Metal,Norway
CONCRETE PROPHET,Progressive Metal,United States
CONDITION RED,Progressive Metal,Sweden
CONDOR,Rock Progressivo Italiano,Italy
CONFUSION,Jazz Rock/Fusion,Greece
CONFUSION FIELD,Heavy Prog,Finland
CONFUSIONAL QUARTET,RIO/Avant-Prog,Italy
CONGREGACION,Prog Folk,Chile
CONGRESO,Prog Folk,Chile
CONIFER,Experimental/Post Metal,United States
TH ONJURATION,Experimental/Post Metal,United States
CONNIVENCE,Prog Folk,Canada
BIL ONNORS,Jazz Rock/Fusion,United States
CONQUERING DYSTOPIA,Tech/Extreme Prog Metal,United States
TH ONQUERING LIGHT OF FLORA AND FAUNA,Post Rock/Math rock,Denmark
CONQUEROR,Rock Progressivo Italiano,Italy
TON ONRAD,Krautrock,United States
CONSCIENCE,Progressive Metal,France
CONSECRATION,Experimental/Post Metal,Serbia
CONSIDER THE SOURCE,Eclectic Prog,United States
CONSORTIUM PROJECT,Progressive Metal,Netherlands
CONSORZIO ACQUA POTABILE,Rock Progressivo Italiano,Italy
CONSPIRACY,Crossover Prog,United Kingdom
CONSTANTINE,Prog Folk,United States
CONSTELLATIA,Experimental/Post Metal,South Africa
MICHEL ONTA,Rock Progressivo Italiano,Italy
CONTEMPLATOR,Tech/Extreme Prog Metal,Canada
CONTEMPORARY DEAD FINNISH MUSIC ENSEMBLE,Neo-Prog,Finland
CONTEMPORARY NOISE SEXTET / QUARTET / QUINTET,Jazz Rock/Fusion,Poland
GIANFRANC ONTINENZA,Jazz Rock/Fusion,Italy
CONTINUO RENACER,Tech/Extreme Prog Metal,Spain
TH ONTINUOUS BATTLE OF ORDER,Post Rock/Math rock,United Kingdom
CONTINUUM,Jazz Rock/Fusion,Multi-National
CONTINUUM,Progressive Metal,France
TH ONTORTIONIST,Tech/Extreme Prog Metal,United States
CONTRA,Heavy Prog,United States
CONTRACTION,Crossover Prog,Canada
CONTRALUZ,Prog Folk,Argentina
CONTRAPPUNTO,Rock Progressivo Italiano,Italy
CONTRARIAN,Heavy Prog,United States
CONTRARIAN,Tech/Extreme Prog Metal,United States
CONTRASTATE,Progressive Electronic,United Kingdom
CONTREVENT,Jazz Rock/Fusion,Canada
CONTROL DENIED,Tech/Extreme Prog Metal,United States
CONTROL HUMAN DELETE,Tech/Extreme Prog Metal,Netherlands
CONTROTEMPO,Rock Progressivo Italiano,Italy
CONTUSION,Jazz Rock/Fusion,Argentina
CONVENTUM,Prog Folk,Canada
