artist,genre,country
AEVITERNE,Tech/Extreme Prog Metal,United States
AFASIA,Progressive Metal,Italy
AFENGINN,RIO/Avant-Prog,Denmark
AFFECTOR,Progressive Metal,Multi-National
AFFINITY,Eclectic Prog,United Kingdom
AFFORESTED,Prog Folk,United Kingdom
AFFORMANCE,Post Rock/Math rock,Greece
AFION,Prog Folk,Croatia
AFROSKULL,Jazz Rock/Fusion,United States
AFTER CRYING,Symphonic Prog,Hungary
AFTER DINNER ,RIO/Avant-Prog,Japan
AFTER FOREST,Tech/Extreme Prog Metal,Finland
AFTER FOREVER,Progressive Metal,Netherlands
AFTER MY OWN,Experimental/Post Metal,United States
AFTER THE FALL,Heavy Prog,United States
AFTER THE FIRE,Symphonic Prog,United Kingdom
AFTER...,Crossover Prog,Poland
AFTERGLOW,Neo-Prog,France
AFTERLIFE,Progressive Electronic,United States
AFUCHE,RIO/Avant-Prog,United States
AG A.M.,Krautrock,Germany
AGALLOCH,Experimental/Post Metal,United States
AGAMEMNON,Psychedelic/Space Rock,Switzerland
AGAPE,Prog Folk,Canada
AGARTHA,Tech/Extreme Prog Metal,United States
AGATHORN,Crossover Prog,Denmark
AGE OF NEMESIS,Progressive Metal,Hungary
AGE OF SILENCE,Tech/Extreme Prog Metal,Norway
AGENESS,Neo-Prog,Finland
AGENT FRESCO,Heavy Prog,Iceland
AGENTS OF MERCY,Symphonic Prog,Sweden
AGES GONE,Experimental/Post Metal,Germany
AGHARTA,Jazz Rock/Fusion,Canada
AGHARTA,Progressive Metal,Netherlands
AGHORA,Tech/Extreme Prog Metal,United States
AGINCOURT,Prog Folk,United Kingdom
AGITATION FREE,Krautrock,Germany
AGNESIS,Progressive Metal,Australia
STEFAN GNINI,Rock Progressivo Italiano,Italy
AGNOSIA,Progressive Metal,Greece
AGNOST DEI,Progressive Metal,Russia
AGNUS,Symphonic Prog,Argentina
AGNUS DEI,Prog Related,Austria
AGNUS GRAAL,Symphonic Prog,Brazil
AGORA,Jazz Rock/Fusion,Italy
AGORA,Progressive Metal,Mexico
AGRABAH,Crossover Prog,Argentina
ILDEFONS GUILAR,Progressive Electronic,Spain
EDUARD GUILLAR,Crossover Prog,Brazil
AGUSA,Psychedelic/Space Rock,Sweden
AHKMED,Psychedelic/Space Rock,Australia
AHLEUCHATISTAS,RIO/Avant-Prog,United States
AHMSHERE,Neo-Prog,Netherlands
AHOORA,Crossover Prog,Iran
AHORA MAZDA,Psychedelic/Space Rock,Netherlands
AHVAK,RIO/Avant-Prog,Israel
AI,Post Rock/Math rock,Italy
AICAN,Heavy Prog,Russia
AIGUES VIVES,Prog Folk,Germany
AIMING FOR ENRIKE,Post Rock/Math rock,Norway
AIN SOPH,Jazz Rock/Fusion,Japan
AINA,Progressive Metal,Netherlands
AINIGMA,Krautrock,Germany
AINMATTER,Tech/Extreme Prog Metal,United States
AINUR,Rock Progressivo Italiano,Italy
AIR,Krautrock,Germany
AIR CANDA,RIO/Avant-Prog,Russia
PEKK IRAKSINEN,Progressive Electronic,Finland
AIRBAG,Neo-Prog,Norway
AIRBRIDGE,Neo-Prog,United Kingdom
DO IREY,Prog Related,United Kingdom
AIRLORD,Symphonic Prog,New Zealand
AIRSCULPTURE,Progressive Electronic,United Kingdom
AISLES,Neo-Prog,Chile
AIUA,Post Rock/Math rock,United States
AJALON,Symphonic Prog,United States
AKA MOON,Jazz Rock/Fusion,Belgium
AKACIA,Symphonic Prog,United States
AKACIS,Crossover Prog,United States
AKASHA,Psychedelic/Space Rock,Norway
AKASHIC,Progressive Metal,Brazil
AKENATHON,Crossover Prog,Argentina
AKERCOCKE,Tech/Extreme Prog Metal,United Kingdom
AKIN,Crossover Prog,France
AKINETÓN RETARD,RIO/Avant-Prog,Chile
JA KKERMAN,Jazz Rock/Fusion,Netherlands
AKO DOMA,Eclectic Prog,Slovakia
AKPHAEZYA,Experimental/Post Metal,France
AKRIBI,Progressive Metal,Sweden
AKRITAS,Eclectic Prog,Greece
AKROMA,Experimental/Post Metal,France
AKRON,Rock Progressivo Italiano,Italy
AKROPOLIS,Crossover Prog,Denmark
AKSAK MABOUL,RIO/Avant-Prog,Belgium
AKT,Eclectic Prog,Italy
AKTUALA,Prog Folk,Italy
AL SABO,Post Rock/Math rock,United States
ALAIN ECKERT QUARTET,Jazz Rock/Fusion,Belgium
ALAMAAILMAN VASARAT,RIO/Avant-Prog,Finland
ALAMEDA,Symphonic Prog,Spain
ALAMEDA 5,Psychedelic/Space Rock,Poland
JEAN-PIERR LARCEN,Eclectic Prog,France
ALARION,Progressive Metal,Netherlands
ALARMIST,Post Rock/Math rock,Ireland
ALARUM,Tech/Extreme Prog Metal,Australia
ALAS,Jazz Rock/Fusion,Argentina
ALASEHIR,Psychedelic/Space Rock,United States
ALASKA,Symphonic Prog,United States
ALASKA RANGE,Krautrock,Switzerland
ALASKAN,Experimental/Post Metal,Canada
ALBATROS,Heavy Prog,Spain
ALBATROS,Eclectic Prog,Germany
ALBATROSS,Symphonic Prog,United States
ALBER JUPITER,Psychedelic/Space Rock,France
ALBERGO INTERGALATTICO SPAZIALE,Progressive Electronic,Italy
L LBERO DEL VELENO,Rock Progressivo Italiano,Italy
ALBERO MOTORE,Prog Related,Italy
ALBINOBEACH,Post Rock/Math rock,South Africa
ALBION,Neo-Prog,Poland
ALBOTH!,RIO/Avant-Prog,Switzerland
TH LBUM LEAF,Post Rock/Math rock,United States
ALCŔNTARA,Psychedelic/Space Rock,Italy
ALCATRAZ,Krautrock,Germany
ALCEST,Experimental/Post Metal,France
ALCHEMIST,Tech/Extreme Prog Metal,Australia
ALCHEMY ROOM,Progressive Metal,Italy
ALCHEMY X,Progressive Metal,United States
ALCO FRISBASS,Eclectic Prog,France
ALCYONE,Tech/Extreme Prog Metal,United States
ALDENFIELD,Heavy Prog,United States
RA LDER,Progressive Metal,United States
ALDI DALLO SPAZIO,Heavy Prog,Italy
TO LDRICH / ZOLDER ELLIPSIS,RIO/Avant-Prog,Netherlands
ALEPH,Crossover Prog,Australia
ALETHEIAN,Progressive Metal,United States
ALEVAS,Progressive Metal,Japan
ALEX DELIVERY,Psychedelic/Space Rock,United States
ALEX ORIENTAL EXPERIENCE,Krautrock,Germany
ALEX'S HAND,RIO/Avant-Prog,United States
REES LEXANDER,Progressive Metal,United States
ALEXL,Eclectic Prog,Brazil
ALFA PROG,Progressive Metal,Italy
ALFHEIMR,Post Rock/Math rock,United States
ALFIE RYNER,RIO/Avant-Prog,France
CLE LFORD,Indo-Prog/Raga Rock,United Kingdom
ALGABAS,Heavy Prog,Russia
ALGARAVIA,Heavy Prog,Brazil
ÄLGARNAS TRÄDGĹRD,Psychedelic/Space Rock,Sweden
ALGEBRA,Rock Progressivo Italiano,Italy
ALGERNON,Eclectic Prog,United States
ALGOPHOBIA,Tech/Extreme Prog Metal,Italy
ALHAMBRA,Psychedelic/Space Rock,Italy
ALHENA,Progressive Metal,Poland
ALHMA MATER,Progressive Metal,Spain
ALIANTE,Rock Progressivo Italiano,Italy
ALIAS,Crossover Prog,Italy
ALIAS EYE,Crossover Prog,Germany
ALICE,Psychedelic/Space Rock,France
ALICE'S MIRROR,Eclectic Prog,Italy
ALIEN PLANETSCAPES,Psychedelic/Space Rock,United States
ALIENTAR,Psychedelic/Space Rock,United States
NIC LIFANTIS,Prog Folk,Romania
ALIO DIE,Progressive Electronic,Italy
ALESSANDR LISCIONI,Rock Progressivo Italiano,Italy
ALITHEIA,Progressive Metal,United States
ALITHIA,Psychedelic/Space Rock,Australia
ALIZARIN,Heavy Prog,United States
ALKALOID,Tech/Extreme Prog Metal,Germany
ALKALYS,Experimental/Post Metal,France
ALKEMY,Jazz Rock/Fusion,France
ALKEMYST,Progressive Metal,France
ALKIMYA,Progressive Metal,France
ALKOTRIO,Jazz Rock/Fusion,Russia
ALKOZAUR,Neo-Prog,France
ALKUHARMONIAN KANTAJA,Tech/Extreme Prog Metal,Finland
ALL ANGELS GONE,Post Rock/Math rock,France
ALL DREAMS DYING,Tech/Extreme Prog Metal,Finland
ALL IMAGES BLAZING,Crossover Prog,Japan
ALL INDIA RADIO,Post Rock/Math rock,Australia
ALL OVER EVERYWHERE,Crossover Prog,United States
ALL SHADES OF WRONG,Heavy Prog,Spain
ALL THINGS FALLEN,Progressive Metal,Sweden
ALL TOO HUMAN,Progressive Metal,United States
ALL TRAPS ON EARTH,Symphonic Prog,Sweden
ALL WILL BE QUIET,Post Rock/Math rock,Finland
ALL YOU'VE SEEN,Post Rock/Math rock,Switzerland
ALLEGORY CHAPEL LTD,Progressive Electronic,United States
ALLEGRI LEPROTTI,Rock Progressivo Italiano,Italy
DAEVI LLEN & MICROCOSMIC,Progressive Electronic,United Kingdom
DAEVI LLEN,Canterbury Scene,Australia
ALLEY,Tech/Extreme Prog Metal,Russia
ALLOMERUS,Eclectic Prog,Australia
TH LLSTAR PROJECT,Post Rock/Math rock,Portugal
GL LLUMINOGENI,Rock Progressivo Italiano,Italy
ALLUSTE,Progressive Electronic,Italy
ALMA SIDERIS,Neo-Prog,Italy
ALMÔNDEGAS,Prog Folk,Brazil
ALMS,Symphonic Prog,Spain
ALMUADEM,Psychedelic/Space Rock,Portugal
ALOGIA,Progressive Metal,Serbia
ALON,Eclectic Prog,United States
ALPHA CENTAURY,Symphonic Prog,France
ALPHA GALATES,Progressive Metal,Canada
ALPHA III,Symphonic Prog,Brazil
ALPHA LIGHTING SYSTEM,Crossover Prog,Mexico
ALPHA MALE TEA PARTY,Post Rock/Math rock,United Kingdom
ALPHA NORD,Psychedelic/Space Rock,Germany
ALPHA OMEGA,Psychedelic/Space Rock,Australia
ALPHA RALPHA,Eclectic Prog,France
ALPHA WAVE MOVEMENT,Progressive Electronic,United States
ALPHA ZENTRADI,Progressive Metal,United States
ALPHAJORGE,Crossover Prog,Brazil
ALPHATAURUS,Rock Progressivo Italiano,Italy
ALQUILBENCIL,Eclectic Prog,Spain
ALQUIN,Eclectic Prog,Netherlands
ALRIGHT THE CAPTAIN,Post Rock/Math rock,United Kingdom
ALRUNE ROD,Psychedelic/Space Rock,Denmark
ALSO EDEN,Neo-Prog,United Kingdom
ALTA FORMA,Crossover Prog,United Kingdom
ALTABLANCA,Eclectic Prog,Argentina
ALTAIR,Eclectic Prog,Spain
ALTAĎS,Zeuhl,France
ALTAR OF PLAGUES,Experimental/Post Metal,Ireland
ALTARE THOTEMICO,Rock Progressivo Italiano,Italy
ALTAVIA,Neo-Prog,Italy
ALTER ECHO,Symphonic Prog,Sweden
ALTERA ENIGMA,Tech/Extreme Prog Metal,Australia
ALTERED STATE,Heavy Prog,United States
ALTERED STATES,RIO/Avant-Prog,Japan
ALTERED SYMMETRY,Progressive Metal,Colombia
ALTERNATIV QUARTET,Eclectic Prog,Romania
ALTERNATIVE 4,Crossover Prog,United Kingdom
ALTERS,Eclectic Prog,Poland
ALTESIA,Progressive Metal,France
ALTHEA,Heavy Prog,Italy
MICHE LTMAYER,Eclectic Prog,France
ALTO STRATUS,Progressive Electronic,United Kingdom
ALTONA,Progressive Metal,Turkey
ALTONA (GER),Krautrock,Germany
ALTRUISMOS,Jazz Rock/Fusion,Argentina
ALTURA,Progressive Metal,United States
ALUK TODOLO,Krautrock,France
ALUMBRADOS,Indo-Prog/Raga Rock,United States
ALUSA FALLAX,Rock Progressivo Italiano,Italy
ALUX NAHUAL,Crossover Prog,Guatemala
ALVA,Prog Folk,Multi-National
LEO LVARADO,Symphonic Prog,United States
SERGI LVAREZ,Symphonic Prog,Argentina
ALWAYS ALMOST,Prog Related,United States
ALY,Progressive Metal,Mexico
AM FOST LA MUNTE SI MI-A PLACUT,Post Rock/Math rock,Romania
AMAGRAMA,Symphonic Prog,Argentina
AMALGAM EFFECT,Heavy Prog,United States
AMANDA,Neo-Prog,Belgium
AMANITA,Prog Folk,Italy
AMARA,Experimental/Post Metal,United States
AMARAN'S PLIGHT,Progressive Metal,United States
AMARILLO CIAN Y MAGENTA,Jazz Rock/Fusion,Costa Rica
AMARIONETTE,Psychedelic/Space Rock,Portugal
AMAROK,Prog Folk,Spain
AMAROK,Crossover Prog,Poland
AMARTIA,Crossover Prog,France
AMARYLLIS,Progressive Metal,Poland
AMASEFFER,Progressive Metal,Israel
AMATERAZU,Experimental/Post Metal,Portugal
AMAZE KNIGHT,Progressive Metal,Italy
AMAZING BLONDEL,Prog Folk,United Kingdom
AMAZING MACHINE,Crossover Prog,Norway
TH MAZING,Crossover Prog,Sweden
AMBEON,Experimental/Post Metal,Netherlands
AMBER,Prog Folk,United Kingdom
TH MBER LIGHT,Prog Related,Germany
AMBER ROUTE,Progressive Electronic,United States
AMBERFIELD,Crossover Prog,Germany
AMBIENTE,Post Rock/Math rock,Mexico
AMBIGRAM,Crossover Prog,Italy
AMBROSIA,Prog Related,United States
AME SON,Psychedelic/Space Rock,France
AMENOPHIS,Symphonic Prog,Germany
AMENRA,Experimental/Post Metal,Belgium
TH MENTA,Tech/Extreme Prog Metal,Australia
TH MERICAN DOLLAR,Post Rock/Math rock,United States
AMERICAN DRAFT,Heavy Prog,United States
AMERICAN HOLLOW,Progressive Metal,United States
AMESOEURS,Experimental/Post Metal,France
AMGALA TEMPLE,Psychedelic/Space Rock,Norway
AMIA VENERA LANDSCAPE,Experimental/Post Metal,Italy
AMIGDALA,Jazz Rock/Fusion,Italy
AMITY IN FAME,Crossover Prog,Austria
ERI MLEE,Indo-Prog/Raga Rock,United States
AMMINISTRAZIONE CAOS POPOLARE,Rock Progressivo Italiano,Italy
AMOEBA SPLIT,Canterbury Scene,Spain
AMOEBIC ENSEMBLE,RIO/Avant-Prog,United States
AMOGH SYMPHONY,Tech/Extreme Prog Metal,India
AMON,Progressive Electronic,Italy
AMON DÜÜL,Krautrock,Germany
AMON DÜÜL,Krautrock,United Kingdom
AMON DÜÜL II,Krautrock,Germany
AMON RA,Neo-Prog,Germany
AMONULLUNOMA,Psychedelic/Space Rock,Ireland
TH MORPHOUS ANDROGYNOUS,Psychedelic/Space Rock,United Kingdom
AMOS KEY,Symphonic Prog,Germany
TOR MOS,Crossover Prog,United States
AMPACITY,Psychedelic/Space Rock,Poland
AMPERA,Crossover Prog,Norway
AMPHETAMIN,Crossover Prog,France
AMPLEDEED,Eclectic Prog,United States
AMPLIFIER,Psychedelic/Space Rock,United Kingdom
AMPS FOR CHRIST,Indo-Prog/Raga Rock,United States
AMUSIA,Heavy Prog,Canada
AMUZEUM,Symphonic Prog,United States
AMYGDALA,Zeuhl,Japan
AN ABSTRACT ILLUSION,Tech/Extreme Prog Metal,Sweden
AN DRO,Prog Folk,Germany
AN ISLE ATE HER,Tech/Extreme Prog Metal,United States
AN ISOLATED MIND,Experimental/Post Metal,United States
ANA NEVER,Post Rock/Math rock,Serbia
ANABASI ROAD,Heavy Prog,Italy
ANABASIS,Progressive Metal,United States
TH NABASIS,Heavy Prog,United States
ANABIS,Symphonic Prog,Germany
ANACHRONISM,Tech/Extreme Prog Metal,Switzerland
ANACHRONOS,Progressive Metal,Chile
ANACONDIA,Rock Progressivo Italiano,Italy
ANACRUSA,Prog Folk,Argentina
ANACRUSIS,Progressive Metal,United States
ANAID,Zeuhl,France
ANAKDOTA,Eclectic Prog,Israel
ANALECTA,Post Rock/Math rock,United States
ANALOG MISSIONARY,Crossover Prog,United States
TH NALOGUE,Crossover Prog,United Kingdom
ANALOGY,Psychedelic/Space Rock,Italy
ANAMOR,Neo-Prog,Poland
ANAMORPHOSE,Jazz Rock/Fusion,France
ANANE,Eclectic Prog,Indonesia
ANANGA RANGA,Jazz Rock/Fusion,Portugal
ANANKE,Neo-Prog,Poland
ANANTA,Crossover Prog,Venezuela
DI NARCHISTISCHE ABENDUNTERHALTUNG,RIO/Avant-Prog,Belgium
ANASAZI,Progressive Metal,France
ANATA,Tech/Extreme Prog Metal,Sweden
ANATHEMA,Experimental/Post Metal,United Kingdom
ANATHEME,Post Rock/Math rock,France
ANATROFOBIA,RIO/Avant-Prog,Italy
ANAWA,Crossover Prog,Poland
ANAXES,Progressive Metal,Brazil
ANCESTORS,Experimental/Post Metal,United States
ANCESTRY,Rock Progressivo Italiano,Italy
TH NCESTRY PROGRAM,Neo-Prog,Germany
ANCHOR AND BURDEN,Eclectic Prog,Various
TH NCHORESS,Crossover Prog,United Kingdom
TH NCHORET,Progressive Metal,Canada
ANCIENT,Tech/Extreme Prog Metal,Norway
ANCIENT CREATION,Progressive Metal,United States
ANCIENT CURSE,Progressive Metal,Germany
ANCIENT VEIL,Rock Progressivo Italiano,Italy
ANCIENT VISION,Symphonic Prog,United States
ANCIENTS,Post Rock/Math rock,Multi-National
ANCIIENTS,Tech/Extreme Prog Metal,Canada
AND HARMONY DIES,Experimental/Post Metal,Italy
AND SO I WATCH YOU FROM AFAR,Post Rock/Math rock,United Kingdom
AND STARS COLLIDE,Post Rock/Math rock,United Kingdom
ANDERSON - BRUFORD - WAKEMAN - HOWE,Symphonic Prog,United Kingdom
ANDERSON / STOLT,Symphonic Prog,Multi-National
ANDERSON PONTY BAND,Crossover Prog,Multi-National
IA NDERSON,Prog Folk,United Kingdom
JO NDERSON,Prog Related,United Kingdom
JONATHA NDERSON,Progressive Metal,United States
LAURI NDERSON,Crossover Prog,United States
PETE NDERSSON,Progressive Electronic,Sweden
ANDRAGONIA,Progressive Metal,Brazil
ANDREW MOORE'S CHAMBER WORKS,RIO/Avant-Prog,United States
ANDROID,Neo-Prog,Hungary
ANDROMEDA,Progressive Metal,Sweden
ANDROMEDA,Proto-Prog,United Kingdom
ANDROMEDA,Heavy Prog,Germany
ANDROMEDA SPACE RITUAL,Psychedelic/Space Rock,Poland
ANDROMELOS,Progressive Electronic,Japan
ANEKDOTEN,Heavy Prog,Sweden
ANČMA,Neo-Prog,Italy
ANGE,Symphonic Prog,France
ANGEL EYES,Experimental/Post Metal,United States
ANGEL OF DISEASE,Tech/Extreme Prog Metal,Georgia
ANGEL VIVALDI,Tech/Extreme Prog Metal,United States
ANGEL'IN HEAVY SYRUP,Psychedelic/Space Rock,Japan
TH NGELS OF LIGHT,Prog Folk,United States
ANGIPATCH,Symphonic Prog,France
ÄNGLAGĹRD,Symphonic Prog,Sweden
ANGMAR,Tech/Extreme Prog Metal,France
ANGRA,Progressive Metal,Brazil
ANGUISH,Progressive Metal,Germany
ANGULART,Crossover Prog,Chile
ANIM8,Heavy Prog,Australia
ANIMA,Symphonic Prog,Argentina
ANIMA DOMINUM,Symphonic Prog,Brazil
ANIMA MORTE,Symphonic Prog,Sweden
ANIMA MUNDI,Symphonic Prog,Cuba
ANIMA TEMPO,Progressive Metal,Mexico
ANIMA-SOUND,Krautrock,Germany
ANIMALS AS LEADERS,Tech/Extreme Prog Metal,United States
ANIMATE,Progressive Metal,Poland
ANIMATIONS,Progressive Metal,Poland
ANIMATOR,Neo-Prog,United States
ANIMUS TRIO,Jazz Rock/Fusion,Argentina
ANKH,Heavy Prog,Poland
ANNA SJALV TREDJE,Progressive Electronic,Sweden
ANNALIST,Neo-Prog,Poland
ANNAMY,Prog Folk,Sweden
ANNEXUS QUAM,Krautrock,Germany
ANNON VIN,Progressive Metal,Germany
ANNOT RHÜL,Psychedelic/Space Rock,Norway
ANOICE,Post Rock/Math rock,Japan
ANOMALY,Progressive Metal,Netherlands
ANOMALY,Tech/Extreme Prog Metal,United States
ANOMUS,Heavy Prog,Finland
ANONIMA SOUND LTD.,Psychedelic/Space Rock,Italy
ANONIONS,Krautrock,United Kingdom
ANOTHER APPROACH,Progressive Metal,Switzerland
ANOTHER LIFE,Progressive Metal,Sweden
ANOTHER ROADSIDE ATTRACTION,Crossover Prog,Canada
ANOTHER WORLD,Progressive Metal,Switzerland
ANOXIE,Symphonic Prog,France
ANSATA,Progressive Metal,Brazil
ANSUR,Tech/Extreme Prog Metal,Norway
ANT-BEE,Krautrock,United States
ANTA,Psychedelic/Space Rock,United Kingdom
ANTALGIA,Progressive Metal,Spain
ANTARCTIC,Post Rock/Math rock,United States
TH NTARCTICANS,Post Rock/Math rock,United States
ANTARES,Crossover Prog,Italy
ANTARES,Symphonic Prog,Germany
JERZ NTCZAK,Crossover Prog,Poland
