artist,genre,country
DOCTOR NERVE,RIO/Avant-Prog,United States
DODECAHEDRON,Tech/Extreme Prog Metal,Netherlands
DŘDHEIMSGARD,Tech/Extreme Prog Metal,Norway
DODSON AND FOGG,Prog Folk,United Kingdom
DŘDSVERK,Experimental/Post Metal,Norway
DOGG MANSION,Jazz Rock/Fusion,United States
DOGMA,Symphonic Prog,Brazil
DOKTOR SPIRA I LJUDSKA BICA,Crossover Prog,Yugoslavia
DOL AMMAD,Progressive Metal,Greece
DOL THEETA,Progressive Metal,Greece
DOLDRUM,Experimental/Post Metal,United States
DOLOROSA,Krautrock,France
DOLPHY KICK BEBOP,Krautrock,China
DOM,Krautrock,Multi-National
DOMAIN OF DREAMS,Progressive Metal,Bulgaria
DOMBOSHAWA,Psychedelic/Space Rock,Sweden
DOMINICI,Progressive Metal,United States
DOMO,Psychedelic/Space Rock,Spain
DON CABALLERO,Post Rock/Math rock,United States
DON GATO,Jazz Rock/Fusion,Peru
DON SALSA,RIO/Avant-Prog,United States
DON'T LOOK BACK,Post Rock/Math rock,France
DON'T MESS WITH TEXAS,Post Rock/Math rock,Croatia
VIRGI ONATI,Jazz Rock/Fusion,Australia
TRO ONOCKLEY,Neo-Prog,United Kingdom
DOOM,Experimental/Post Metal,Japan
E OOM & THE BORN ELECTRIC,Heavy Prog,Norway
TH OORS,Proto-Prog,United States
DOPING HORNETS,Crossover Prog,Canada
TH OPPELGÄNGERS,Psychedelic/Space Rock,United States
DORA THE DESTROYER,Progressive Metal,United States
DORACOR,Symphonic Prog,Italy
DORDEDUH,Tech/Extreme Prog Metal,Romania
DORENA,Post Rock/Math rock,Sweden
DORIAN GRAY,Krautrock,Germany
DORIAN OPERA,Progressive Metal,Germany
DORNENREICH,Experimental/Post Metal,Austria
TYLO ORY TRIO,Progressive Metal,Canada
L OTTRINA DEGLI OPPOSTI,Rock Progressivo Italiano,Italy
DOTZAUER,Experimental/Post Metal,Italy
DOUBT,Jazz Rock/Fusion,United Kingdom
DOWN I GO,Tech/Extreme Prog Metal,United Kingdom
BO OWNES' OPEN MUSIC,Jazz Rock/Fusion,United Kingdom
GEOFFRE OWNES,Crossover Prog,United Kingdom
DOWNLOUDERS,Psychedelic/Space Rock,Italy
DOWNRIVER DEAD MEN GO,Crossover Prog,Netherlands
DOXOPHOBIA,Tech/Extreme Prog Metal,United Kingdom
DR FOLAMOUR,Crossover Prog,France
DR HASBEEN,Psychedelic/Space Rock,United Kingdom
DR. COENOBITE,Symphonic Prog,Netherlands
DR. DOPO JAM,Jazz Rock/Fusion,Denmark
DR. NO,Neo-Prog,Spain
DR. PHILTER BANX,Progressive Electronic,Canada
DR. SLAGGLEBERRY,Experimental/Post Metal,United Kingdom
DR. SPACE'S ALIEN PLANET TRIP,Progressive Electronic,Denmark
DR. STRANGELY STRANGE,Prog Folk,Ireland
DR. TOTEM,Psychedelic/Space Rock,Mexico
DR. Z,Heavy Prog,United Kingdom
RIENT RAAISMA,Jazz Rock/Fusion,Netherlands
DRACMA,Neo-Prog,Spain
DRAGON,Heavy Prog,Belgium
DRAGON,Prog Related,New Zealand
DRAGONFLY,Symphonic Prog,Switzerland
DRAGONTEARS,Psychedelic/Space Rock,Denmark
DRAGONWYCK,Psychedelic/Space Rock,United States
MLADE RAGOVIC,Jazz Rock/Fusion,Serbia
DRAHK VON TRIP,Psychedelic/Space Rock,Sweden
DRAHKTAR,Progressive Metal,Brazil
BO RAKE,RIO/Avant-Prog,United States
WILLIAM D RAKE,Eclectic Prog,United Kingdom
DRAMA,Jazz Rock/Fusion,United States
DRAMA,Symphonic Prog,France
DRAMA,Neo-Prog,Uruguay
DRAW THE SKY,Jazz Rock/Fusion,France
DRAWN,Experimental/Post Metal,Norway
DREADNAUGHT,Eclectic Prog,United States
DREADNOUGHT,Eclectic Prog,United States
DREADNOUGHT IN THE POND,Experimental/Post Metal,Ukraine
DREAM ARIA,Neo-Prog,Canada
DREAM MACHINE,Psychedelic/Space Rock,United Kingdom
DREAM THE ELECTRIC SLEEP,Crossover Prog,United States
DREAM THEATER,Progressive Metal,United States
DREAMGRAVE,Tech/Extreme Prog Metal,Hungary
DREAMING MADMEN,Crossover Prog,United States
TH REAMING TREE,Crossover Prog,United Kingdom
DREAMLAND,Prog Related,United States
DREAMLORE,Progressive Metal,United States
DREAMLOST,Progressive Metal,France
DREAMS,Jazz Rock/Fusion,United States
DREAMS OF SANITY,Progressive Metal,Austria
DREAMSCAPE,Progressive Metal,Germany
DREAMWORLD,Krautrock,Germany
DREARE,Experimental/Post Metal,Czech Republic
DREARINESS,Experimental/Post Metal,Italy
DREDG,Crossover Prog,United States
DRESDA,Post Rock/Math rock,Italy
HEINRIC RESSEL,Progressive Electronic,Italy
DREYELANDS,Progressive Metal,Hungary
DRIFT,Eclectic Prog,United States
DRIFTGLASS,Progressive Metal,Canada
DRIFTIN'LINE,Progressive Metal,Italy
DRIFTING SUN,Neo-Prog,Multi-National
DRIVEBY,Heavy Prog,Austria
TOB RIVER,RIO/Avant-Prog,United States
DRIVING SLOW MOTION,Post Rock/Math rock,United States
DROBAN-APHERNA,Jazz Rock/Fusion,Portugal
DROKK,Progressive Electronic,United Kingdom
DROP ELECTRIC,Post Rock/Math rock,United States
DROPSHARD,Progressive Metal,Italy
DROSSELBART,Krautrock,Germany
DROTTNAR,Tech/Extreme Prog Metal,Norway
GLE ROVER,Progressive Metal,Canada
DROWNING STEPS,Crossover Prog,Brazil
DRUCKFARBEN,Symphonic Prog,Canada
DRUDKH,Tech/Extreme Prog Metal,Ukraine
DRUGI NAčIN,Heavy Prog,Yugoslavia
DRUID,Symphonic Prog,United Kingdom
DRUM CIRCUS,Krautrock,Switzerland
DRUNKEN GUNMEN,Psychedelic/Space Rock,Australia
TH RX,RIO/Avant-Prog,United States
DRY RIVER,Crossover Prog,Spain
DRYAD'S TREE,Tech/Extreme Prog Metal,Germany
DSCHINN,Krautrock,Germany
DSR LINES,Progressive Electronic,Belgium
MAR UBERRY,Crossover Prog,Ireland
DUELLO MADRE,Jazz Rock/Fusion,Italy
DUEMILA12,Rock Progressivo Italiano,Italy
PASCA UFFARD,RIO/Avant-Prog,France
JOE UGRENOT,Jazz Rock/Fusion,France
GEORG UKE,Jazz Rock/Fusion,United States
DULCIMER,Prog Folk,United Kingdom
DULL KNIFE,Krautrock,Germany
JONATAN PIŃ ULUC,RIO/Avant-Prog,Dominican Republic
DUMB WAITER,RIO/Avant-Prog,United States
DÜN,Zeuhl,France
DUN AENGHUS,Prog Folk,Multi-National
DUNAJ,RIO/Avant-Prog,Czech Republic
LE UNES,Post Rock/Math rock,Norway
ALE UNFORD,Post Rock/Math rock,United Kingdom
DUNGEN,Psychedelic/Space Rock,Sweden
TREVO UNN,RIO/Avant-Prog,United States
FRANCI UNNERY,Crossover Prog,United Kingdom
DW UNPHY,Crossover Prog,United States
DUNST,Psychedelic/Space Rock,Germany
DUNWICH,Prog Folk,Italy
DUOBETIC HOMUNKULUS,Tech/Extreme Prog Metal,Czech Republic
DURE-MČRE,RIO/Avant-Prog,France
DUREFORSOG,RIO/Avant-Prog,Denmark
WOLFGAN ÜREN,Progressive Electronic,Germany
DÜD ÜRST,Krautrock,Switzerland
TH UST CONNECTION,Progressive Metal,Netherlands
DUST MOUNTAIN,Prog Folk,Finland
DUST SCULPTURES,Heavy Prog,United States
DUSTER,Neo-Prog,United States
TH USTMAN DILEMMA,RIO/Avant-Prog,France
DUTCH UNCLES,Crossover Prog,United Kingdom
DVNE,Progressive Metal,United Kingdom
JUD YBLE,Prog Folk,United Kingdom
DYED IN GREY,Progressive Metal,United States
DYING GROUND,RIO/Avant-Prog,Multi-National
YING PLANET,Progressive Metal,United States
DYING SUN,Experimental/Post Metal,United States
FRANKI YMON JR.,Krautrock,Germany
DYNAHEAD,Progressive Metal,Brazil
DYNAMIC LIGHTS,Progressive Metal,Italy
DYNAMO BLISS,Crossover Prog,Sweden
DYNAMO SNACKBAR,Progressive Electronic,United Kingdom
DYONISOS,Crossover Prog,United States
DYSRHYTHMIA,Tech/Extreme Prog Metal,United States
DYSSIDIA,Tech/Extreme Prog Metal,Australia
DZAMBLE,Jazz Rock/Fusion,Poland
DZEJBI,Crossover Prog,Yugoslavia
DZYAN,Krautrock,Germany
